YEAR,MO,DY,HR,T2M,WS50M,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN
2022,1,1,0,5.83,8.11,0,0,0,0
2022,1,1,1,5.75,7.94,0,0,0,0
2022,1,1,2,5.67,7.74,0,0,0,0
2022,1,1,3,5.59,7.47,0,0,0,0
2022,1,1,4,5.55,7.18,0,0,0,0
2022,1,1,5,5.54,6.79,0,0,0,0
2022,1,1,6,5.51,6.29,0,0,0,0
2022,1,1,7,5.95,5.85,0.02,4.01,87.69,94.33
2022,1,1,8,6.33,5.59,0.1,10.8,250.04,247.92
2022,1,1,9,6.62,5.5,0.26,17.8,387.73,390.92
2022,1,1,10,6.81,4.97,0.4,22.47,470.9,476.3
2022,1,1,11,6.95,4.25,0.56,28.95,560.53,576.48
2022,1,1,12,7.19,3.77,0.49,26.37,505.74,553.95
2022,1,1,13,7.48,3.56,0.33,20.92,417.29,467
2022,1,1,14,7.71,3.25,0.16,13.59,277.16,323.27
2022,1,1,15,7.81,2.84,0.03,5.53,119.66,147.9
2022,1,1,16,7.73,2.5,0,0.5,12.55,12.1
2022,1,1,17,7.82,2.16,0,0,0,0
2022,1,1,18,7.9,1.98,0,0,0,0
2022,1,1,19,7.93,1.73,0,0,0,0
2022,1,1,20,7.98,1.63,0,0,0,0
2022,1,1,21,8.14,1.93,0,0,0,0
2022,1,1,22,8.24,2.32,0,0,0,0
2022,1,1,23,8.35,2.81,0,0,0,0
2022,1,2,0,8.34,3.31,0,0,0,0
2022,1,2,1,8.22,3.67,0,0,0,0
2022,1,2,2,8.1,3.98,0,0,0,0
2022,1,2,3,8.05,4.3,0,0,0,0
2022,1,2,4,8.06,4.44,0,0,0,0
2022,1,2,5,8.1,4.2,0,0,0,0
2022,1,2,6,8.22,3.84,0,0,0,0
2022,1,2,7,8.77,3.64,0.02,3.25,64.44,106.65
2022,1,2,8,9.56,3.63,0.09,8.59,172.66,271.77
2022,1,2,9,10,3.74,0.24,15.38,282.58,418.77
2022,1,2,10,10.4,4.19,0.33,17.12,329.38,518.02
2022,1,2,11,10.75,5,0.48,23.36,418.06,572.45
2022,1,2,12,10.99,5.86,0.37,18.41,328.77,545.15
2022,1,2,13,11.13,6.5,0.3,17.81,317.84,460.48
2022,1,2,14,11.06,6.9,0.14,11.95,218.16,322.48
2022,1,2,15,10.8,7.17,0.03,4.87,95.37,141.52
2022,1,2,16,10.19,7.34,0,0.55,13.68,12.15
2022,1,2,17,9.73,7.36,0,0,0,0
2022,1,2,18,9.34,7.21,0,0,0,0
2022,1,2,19,8.71,6.89,0,0,0,0
2022,1,2,20,8.23,6.46,0,0,0,0
2022,1,2,21,7.95,6.03,0,0,0,0
2022,1,2,22,7.75,5.59,0,0,0,0
2022,1,2,23,7.62,5.23,0,0,0,0
2022,1,3,0,7.55,4.93,0,0,0,0
2022,1,3,1,7.55,4.74,0,0,0,0
2022,1,3,2,7.51,4.56,0,0,0,0
2022,1,3,3,7.44,4.38,0,0,0,0
2022,1,3,4,7.36,4.33,0,0,0,0
2022,1,3,5,7.33,4.28,0,0,0,0
2022,1,3,6,7.26,4.24,0,0,0,0
2022,1,3,7,7.58,4.12,0.02,3.91,88.7,91.9
2022,1,3,8,8.06,4.02,0.09,10.65,248.66,250.7
2022,1,3,9,8.26,3.89,0.26,18.18,400.63,402.6
2022,1,3,10,8.45,3.82,0.42,23.98,494.25,505.98
2022,1,3,11,8.62,3.85,0.56,29,557.34,589.92
2022,1,3,12,8.73,3.97,0.51,27.43,526.55,569.5
2022,1,3,13,8.87,4.32,0.32,20.68,414.16,483.12
2022,1,3,14,8.99,4.91,0.16,14.28,300.72,339.5
2022,1,3,15,8.94,5.37,0.03,5.55,127.08,158.85
2022,1,3,16,8.52,5.67,0,0.61,16.11,13.92
2022,1,3,17,8.3,5.77,0,0,0,0
2022,1,3,18,8.2,5.67,0,0,0,0
2022,1,3,19,8.07,5.29,0,0,0,0
2022,1,3,20,7.94,4.71,0,0,0,0
2022,1,3,21,7.88,4.13,0,0,0,0
2022,1,3,22,7.88,3.79,0,0,0,0
2022,1,3,23,7.91,3.88,0,0,0,0
2022,1,4,0,7.94,4.24,0,0,0,0
2022,1,4,1,8,4.63,0,0,0,0
2022,1,4,2,8.09,5.15,0,0,0,0
2022,1,4,3,8.22,5.72,0,0,0,0
2022,1,4,4,8.33,6.07,0,0,0,0
2022,1,4,5,8.48,6.13,0,0,0,0
2022,1,4,6,8.65,6.04,0,0,0,0
2022,1,4,7,9.23,6.08,0.01,2.66,49.85,79.3
2022,1,4,8,9.9,6.12,0.07,7.48,154.34,216.75
2022,1,4,9,10.1,6.34,0.18,12.53,251.82,353.23
2022,1,4,10,10.11,6.62,0.27,15.52,310.79,455.25
2022,1,4,11,9.94,7.03,0.42,21.79,402.38,539.62
2022,1,4,12,9.66,7.45,0.4,21.53,394.77,529.48
2022,1,4,13,9.36,7.77,0.28,17.63,327.02,449.48
2022,1,4,14,9.03,8.06,0.12,11.54,228.89,312.15
2022,1,4,15,8.69,8.39,0.02,4.88,110.77,140.23
2022,1,4,16,8.29,8.5,0,0.5,12.99,12.38
2022,1,4,17,8.1,8.49,0,0,0,0
2022,1,4,18,7.97,8.35,0,0,0,0
2022,1,4,19,7.87,8.17,0,0,0,0
2022,1,4,20,7.74,7.98,0,0,0,0
2022,1,4,21,7.48,7.56,0,0,0,0
2022,1,4,22,7.34,7.5,0,0,0,0
2022,1,4,23,7.28,7.72,0,0,0,0
2022,1,5,0,7.21,7.91,0,0,0,0
2022,1,5,1,7.18,7.97,0,0,0,0
2022,1,5,2,7.13,7.81,0,0,0,0
2022,1,5,3,7.23,8.06,0,0,0,0
2022,1,5,4,7.34,7.63,0,0,0,0
2022,1,5,5,7.37,7.33,0,0,0,0
2022,1,5,6,7.36,7.11,0,0,0,0
2022,1,5,7,7.49,7.18,0.01,1.55,25.26,70.42
2022,1,5,8,7.73,6.5,0.03,3.52,57.45,188.17
2022,1,5,9,7.73,5.59,0.09,6.55,107.62,300.08
2022,1,5,10,7.68,4.81,0.11,6.03,86.91,397
2022,1,5,11,7.47,4.1,0.15,7.47,105.23,456.95
2022,1,5,12,7.52,4.45,0.12,6.61,95.67,452.3
2022,1,5,13,7.45,4.48,0.05,3.29,45.38,377.45
2022,1,5,14,7.24,4.82,0.02,1.7,26.73,224.52
2022,1,5,15,7.11,5.54,0,0.63,12.85,81.33
2022,1,5,16,7.05,6.19,0,0.22,7.34,8.1
2022,1,5,17,7.19,6.73,0,0,0,0
2022,1,5,18,7.37,7.05,0,0,0,0
2022,1,5,19,7.52,6.98,0,0,0,0
2022,1,5,20,7.73,6.8,0,0,0,0
2022,1,5,21,7.99,6.68,0,0,0,0
2022,1,5,22,8.29,6.72,0,0,0,0
2022,1,5,23,8.61,7.01,0,0,0,0
2022,1,6,0,8.89,7.89,0,0,0,0
2022,1,6,1,9.01,8.95,0,0,0,0
2022,1,6,2,9,9.87,0,0,0,0
2022,1,6,3,8.87,10.58,0,0,0,0
2022,1,6,4,8.62,11.03,0,0,0,0
2022,1,6,5,8.26,11.3,0,0,0,0
2022,1,6,6,7.9,11.53,0,0,0,0
2022,1,6,7,7.9,11.69,0.01,3.88,87.1,86.65
2022,1,6,8,7.95,11.72,0.07,9.8,229.15,225.77
2022,1,6,9,7.91,11.63,0.2,17.41,386.52,382.92
2022,1,6,10,7.97,11.3,0.34,22.95,487.98,487.5
2022,1,6,11,8.12,10.86,0.34,20.48,380.05,534.06
2022,1,6,12,8.33,10.6,0.45,28.42,554.75,566.85
2022,1,6,13,8.44,10.47,0.3,22.48,447.51,482.98
2022,1,6,14,8.48,10.49,0.12,14.61,308.06,344.23
2022,1,6,15,8.44,10.46,0.02,6.27,144.52,166.83
2022,1,6,16,8.15,10.38,0,0.68,18.43,16.83
2022,1,6,17,7.89,10.53,0,0,0,0
2022,1,6,18,7.64,10.84,0,0,0,0
2022,1,6,19,7.42,11.03,0,0,0,0
2022,1,6,20,7.25,11.02,0,0,0,0
2022,1,6,21,7.09,10.78,0,0,0,0
2022,1,6,22,6.93,10.36,0,0,0,0
2022,1,6,23,6.82,9.88,0,0,0,0
2022,1,7,0,6.76,9.22,0,0,0,0
2022,1,7,1,6.75,8.34,0,0,0,0
2022,1,7,2,6.75,7.45,0,0,0,0
2022,1,7,3,6.78,6.88,0,0,0,0
2022,1,7,4,6.8,6.61,0,0,0,0
2022,1,7,5,6.8,6.39,0,0,0,0
2022,1,7,6,6.82,6.16,0,0,0,0
2022,1,7,7,7.27,6.09,0.01,3.9,92.91,93.6
2022,1,7,8,7.8,6.11,-999,-999,-999,-999
2022,1,7,9,8,5.99,-999,-999,-999,-999
2022,1,7,10,8.13,5.77,-999,-999,-999,-999
2022,1,7,11,8.24,5.45,-999,-999,-999,-999
2022,1,7,12,8.31,5.13,-999,-999,-999,-999
2022,1,7,13,8.4,5.06,-999,-999,-999,-999
2022,1,7,14,8.44,5.13,-999,-999,-999,-999
2022,1,7,15,8.39,5.21,-999,-999,-999,-999
2022,1,7,16,8.08,5.22,-999,-999,-999,-999
2022,1,7,17,8.02,5.22,-999,-999,-999,-999
2022,1,7,18,7.98,5.21,-999,-999,-999,-999
2022,1,7,19,7.87,5.06,-999,-999,-999,-999
2022,1,7,20,7.78,4.91,-999,-999,-999,-999
2022,1,7,21,7.65,4.79,-999,-999,-999,-999
2022,1,7,22,7.52,4.7,-999,-999,-999,-999
2022,1,7,23,7.43,4.65,-999,-999,-999,-999
2022,1,8,0,7.33,4.67,-999,-999,-999,-999
2022,1,8,1,7.23,4.79,-999,-999,-999,-999
2022,1,8,2,7.13,4.97,-999,-999,-999,-999
2022,1,8,3,7.04,5.15,-999,-999,-999,-999
2022,1,8,4,7.01,5.2,-999,-999,-999,-999
2022,1,8,5,6.99,5.17,-999,-999,-999,-999
2022,1,8,6,6.98,5.24,-999,-999,-999,-999
2022,1,8,7,7.4,5.18,-999,-999,-999,-999
2022,1,8,8,7.79,5.01,0.05,7.03,149.38,260.88
2022,1,8,9,7.91,4.9,0.14,12.05,232.91,416.23
2022,1,8,10,8.05,5.04,0.26,17.5,298.16,530.5
2022,1,8,11,8.17,5.3,0.34,21.23,360.66,583.05
2022,1,8,12,8.3,5.48,0.34,21.76,377.28,570.3
2022,1,8,13,8.46,5.58,0.2,15.62,294.65,488.6
2022,1,8,14,8.59,5.76,0.1,12.19,225.13,350.65
2022,1,8,15,8.66,6.04,0.02,5.32,102.23,173.8
2022,1,8,16,8.37,6.17,0,0.6,16.62,18.83
2022,1,8,17,8.28,6.25,0,0,0,0
2022,1,8,18,8.3,6.26,0,0,0,0
2022,1,8,19,8.31,6.19,0,0,0,0
2022,1,8,20,8.3,5.96,0,0,0,0
2022,1,8,21,8.26,5.67,0,0,0,0
2022,1,8,22,8.21,5.33,0,0,0,0
2022,1,8,23,8.28,5.01,0,0,0,0
2022,1,9,0,8.35,4.88,0,0,0,0
2022,1,9,1,8.3,4.87,0,0,0,0
2022,1,9,2,8.34,4.77,0,0,0,0
2022,1,9,3,8.35,4.69,0,0,0,0
2022,1,9,4,8.52,4.59,0,0,0,0
2022,1,9,5,8.63,3.89,0,0,0,0
2022,1,9,6,8.69,3.34,0,0,0,0
2022,1,9,7,8.87,3.77,0.01,1.87,33.88,71.75
2022,1,9,8,9.25,3.99,0.03,5.06,99.71,197.6
2022,1,9,9,9.5,3.86,0.12,9.84,186.95,326.05
2022,1,9,10,9.6,3.96,0.21,13.55,255.14,417.15
2022,1,9,11,9.69,4.19,0.23,14.02,248.5,461.35
2022,1,9,12,9.77,4.6,0.23,14.55,265.69,447.17
2022,1,9,13,9.83,5.04,0.15,11.47,223.5,375.42
2022,1,9,14,9.83,5.36,0.07,8.17,164.2,254.62
2022,1,9,15,9.75,5.76,0.02,4.05,83.21,114.58
2022,1,9,16,9.55,6.12,0,0.63,16.43,12.95
2022,1,9,17,9.44,6.39,0,0,0,0
2022,1,9,18,9.21,6.39,0,0,0,0
2022,1,9,19,8.98,6.02,0,0,0,0
2022,1,9,20,8.81,5.53,0,0,0,0
2022,1,9,21,8.57,5.15,0,0,0,0
2022,1,9,22,8.31,4.88,0,0,0,0
2022,1,9,23,8.15,4.7,0,0,0,0
2022,1,10,0,8.06,4.67,0,0,0,0
2022,1,10,1,7.98,4.52,0,0,0,0
2022,1,10,2,7.94,4.53,0,0,0,0
2022,1,10,3,7.88,4.68,0,0,0,0
2022,1,10,4,7.83,4.44,0,0,0,0
2022,1,10,5,7.79,4.2,0,0,0,0
2022,1,10,6,7.75,4.04,0,0,0,0
2022,1,10,7,7.99,3.77,0.01,3.59,76.94,93.15
2022,1,10,8,8.36,3.43,0.07,10.72,230.9,252.65
2022,1,10,9,8.44,3.06,0.2,17.21,355.77,416.85
2022,1,10,10,8.48,2.78,0.35,24.5,481.6,523.33
2022,1,10,11,8.58,2.76,0.4,25.49,505.51,549.12
2022,1,10,12,8.76,3.15,0.35,23,448.82,526.95
2022,1,10,13,9.01,4.03,0.23,17.8,355.52,432.12
2022,1,10,14,9.07,4.86,0.09,9.46,194.58,285.17
2022,1,10,15,8.83,4.7,0.02,4.36,91.23,129.42
2022,1,10,16,8.51,4.41,0,0.57,14.65,14.83
2022,1,10,17,8.52,4.58,0,0,0,0
2022,1,10,18,8.63,5.01,0,0,0,0
2022,1,10,19,8.68,5.62,0,0,0,0
2022,1,10,20,8.69,6.37,0,0,0,0
2022,1,10,21,8.56,7.11,0,0,0,0
2022,1,10,22,8.3,7.54,0,0,0,0
2022,1,10,23,8.03,7.91,0,0,0,0
2022,1,11,0,7.94,8.74,0,0,0,0
2022,1,11,1,7.89,10.13,0,0,0,0
2022,1,11,2,7.71,11.73,0,0,0,0
2022,1,11,3,7.51,13.46,0,0,0,0
2022,1,11,4,7.19,14.31,0,0,0,0
2022,1,11,5,6.65,14.48,0,0,0,0
2022,1,11,6,6.1,14.73,0,0,0,0
2022,1,11,7,5.76,15.21,0.01,2.83,61.19,97.17
2022,1,11,8,5.42,15.12,0.05,7.87,142.98,273.02
2022,1,11,9,5.1,14.84,0.17,14.61,252.77,443.35
2022,1,11,10,4.81,14.81,0.27,17.3,308.78,555.88
2022,1,11,11,4.67,14.95,0.34,21,363.65,598.23
2022,1,11,12,4.68,15.14,0.3,18.52,329.15,581.98
2022,1,11,13,4.65,15.28,0.23,16.95,302.8,501.5
2022,1,11,14,4.64,15.3,0.1,10.93,194.34,363.7
2022,1,11,15,4.67,15.22,0.02,4.76,93.27,186.92
2022,1,11,16,4.65,15.07,0,0.66,16.7,23.25
2022,1,11,17,4.57,14.8,0,0,0,0
2022,1,11,18,4.43,14.44,0,0,0,0
2022,1,11,19,4.37,13.97,0,0,0,0
2022,1,11,20,4.36,13.41,0,0,0,0
2022,1,11,21,4.37,12.8,0,0,0,0
2022,1,11,22,4.34,12.34,0,0,0,0
2022,1,11,23,4.32,11.96,0,0,0,0
2022,1,12,0,4.39,11.63,0,0,0,0
2022,1,12,1,4.43,11.42,0,0,0,0
2022,1,12,2,4.52,11.27,0,0,0,0
2022,1,12,3,4.65,11.09,0,0,0,0
2022,1,12,4,4.79,10.84,0,0,0,0
2022,1,12,5,4.9,10.45,0,0,0,0
2022,1,12,6,5.02,10.05,0,0,0,0
2022,1,12,7,5.35,9.7,0.01,2.03,33.82,121.27
2022,1,12,8,5.65,9.35,0.07,7.8,132.6,302.12
2022,1,12,9,5.9,8.93,0.17,12.38,224.82,460.98
2022,1,12,10,6.13,8.63,0.34,19.73,337.04,566.98
2022,1,12,11,6.26,8.47,0.4,20.96,351.52,605.08
2022,1,12,12,6.33,8.37,0.34,18.23,324.76,583.55
2022,1,12,13,6.37,8.33,0.26,16.74,281.98,497.02
2022,1,12,14,6.36,8.37,0.12,10.84,184.44,353.85
2022,1,12,15,6.27,8.37,0.02,4.78,85.38,175.35
2022,1,12,16,6.02,8.4,0,0.63,15.69,21.3
2022,1,12,17,5.84,8.42,0,0,0,0
2022,1,12,18,5.73,8.28,0,0,0,0
2022,1,12,19,5.69,7.91,0,0,0,0
2022,1,12,20,5.7,6.99,0,0,0,0
2022,1,12,21,5.85,6.73,0,0,0,0
2022,1,12,22,5.91,6.43,0,0,0,0
2022,1,12,23,5.94,6.08,0,0,0,0
2022,1,13,0,6.1,5.92,0,0,0,0
2022,1,13,1,6.38,6.07,0,0,0,0
2022,1,13,2,6.85,6.71,0,0,0,0
2022,1,13,3,7.37,7.73,0,0,0,0
2022,1,13,4,7.87,9.26,0,0,0,0
2022,1,13,5,8.13,10.88,0,0,0,0
2022,1,13,6,8.46,12.37,0,0,0,0
2022,1,13,7,8.19,14.14,0.01,2.21,45.14,64.1
2022,1,13,8,7.43,14.46,0.05,6.04,115.17,207.73
2022,1,13,9,7.15,14.34,0.14,9.52,168.05,374.65
2022,1,13,10,6.84,15.03,0.26,13.87,249.53,511.35
2022,1,13,11,6.33,15.01,0.37,18.38,308.96,580.8
2022,1,13,12,5.89,14.56,0.33,17.1,296.01,567.48
2022,1,13,13,5.71,14.47,0.22,12.84,221.47,489.4
2022,1,13,14,5.56,14.6,0.11,9.16,156.68,353.25
2022,1,13,15,5.32,14.58,0.02,3.82,65.78,179.45
2022,1,13,16,5.1,14.21,0,0.69,17.44,23.67
2022,1,13,17,4.99,13.71,0,0,0,0
2022,1,13,18,4.95,13.14,0,0,0,0
2022,1,13,19,5.01,12.66,0,0,0,0
2022,1,13,20,5.08,12.26,0,0,0,0
2022,1,13,21,5.12,11.79,0,0,0,0
2022,1,13,22,5.17,11.31,0,0,0,0
2022,1,13,23,5.26,11.08,0,0,0,0
2022,1,14,0,5.15,10.93,0,0,0,0
2022,1,14,1,5.2,10.65,0,0,0,0
2022,1,14,2,5.35,10.29,0,0,0,0
2022,1,14,3,5.62,9.95,0,0,0,0
2022,1,14,4,5.66,9.57,0,0,0,0
2022,1,14,5,5.77,9.16,0,0,0,0
2022,1,14,6,5.78,8.69,0,0,0,0
2022,1,14,7,5.96,8.15,0.02,3.49,73.77,120.7
2022,1,14,8,6.15,7.78,0.09,10.28,188.02,298.3
2022,1,14,9,6.26,7.57,0.24,17.23,305.84,461.27
2022,1,14,10,6.32,7.36,0.41,23.34,414.8,570.77
2022,1,14,11,6.3,6.84,0.5,26.87,487.24,612.98
2022,1,14,12,6.26,6.09,0.45,25.27,472.47,595.23
2022,1,14,13,6.3,5.48,0.34,22.11,418.05,510.6
2022,1,14,14,6.23,4.73,0.14,13.05,255.8,365.9
2022,1,14,15,6.09,4.05,0.03,6.03,122.62,181.6
2022,1,14,16,5.89,3.42,0,0.93,21.88,23.83
2022,1,14,17,5.8,2.98,0,0,0,0
2022,1,14,18,5.91,2.9,0,0,0,0
2022,1,14,19,6.05,2.91,0,0,0,0
2022,1,14,20,6.08,2.5,0,0,0,0
2022,1,14,21,6.14,2.16,0,0,0,0
2022,1,14,22,6.2,1.89,0,0,0,0
2022,1,14,23,6.23,1.6,0,0,0,0
2022,1,15,0,6.37,1.85,0,0,0,0
2022,1,15,1,6.55,2.36,0,0,0,0
2022,1,15,2,6.64,2.63,0,0,0,0
2022,1,15,3,6.71,2.92,0,0,0,0
2022,1,15,4,6.76,3.01,0,0,0,0
2022,1,15,5,6.74,2.75,0,0,0,0
2022,1,15,6,6.76,2.49,0,0,0,0
2022,1,15,7,7.05,2.5,0.01,3.12,59.71,100.45
2022,1,15,8,7.47,2.58,0.07,7.67,147.52,264.85
2022,1,15,9,7.69,2.58,0.21,14.61,249.56,422.73
2022,1,15,10,7.87,2.53,0.38,21.46,361.85,534.8
2022,1,15,11,8.08,2.51,0.52,28.28,512.68,595.98
2022,1,15,12,8.38,2.85,0.49,28.17,517,579.85
2022,1,15,13,8.65,3.22,0.32,21.35,391.4,497.6
2022,1,15,14,8.85,3.34,0.14,13.17,263.25,363.4
2022,1,15,15,8.9,3.17,0.03,6.27,128.8,189.08
2022,1,15,16,8.67,2.72,0,0.88,21.95,26.77
2022,1,15,17,8.62,2.19,0,0,0,0
2022,1,15,18,8.75,1.72,0,0,0,0
2022,1,15,19,8.98,2.01,0,0,0,0
2022,1,15,20,9.22,2.82,0,0,0,0
2022,1,15,21,9.37,3.62,0,0,0,0
2022,1,15,22,9.46,4.35,0,0,0,0
2022,1,15,23,9.67,5.01,0,0,0,0
2022,1,16,0,9.93,5.74,0,0,0,0
2022,1,16,1,10.08,6.69,0,0,0,0
2022,1,16,2,10.05,7.41,0,0,0,0
2022,1,16,3,9.96,8.04,0,0,0,0
2022,1,16,4,9.82,8.21,0,0,0,0
2022,1,16,5,9.62,8.05,0,0,0,0
2022,1,16,6,9.41,7.82,0,0,0,0
2022,1,16,7,9.37,7.76,0.01,2.22,48.73,63.52
2022,1,16,8,9.51,8.14,0.05,5.5,123.8,172.95
2022,1,16,9,9.55,8.58,0.14,10.91,242.08,296.98
2022,1,16,10,9.48,9.42,0.25,15.23,334.02,394.92
2022,1,16,11,9.08,10.17,0.44,23.23,407.37,572.3
2022,1,16,12,8.48,10.54,0.41,22.27,398.2,564.77
2022,1,16,13,7.95,10.75,0.33,20.93,382.46,495.3
2022,1,16,14,7.52,10.69,0.16,14.1,261.47,364.77
2022,1,16,15,7.08,10.62,0.03,6.77,128.4,198.08
2022,1,16,16,6.62,10.36,0.01,1.05,24.02,29.67
2022,1,16,17,6.37,9.76,0,0,0,0
2022,1,16,18,6.23,9.25,0,0,0,0
2022,1,16,19,6.12,8.86,0,0,0,0
2022,1,16,20,6.02,8.59,0,0,0,0
2022,1,16,21,5.96,8.7,0,0,0,0
2022,1,16,22,5.97,8.97,0,0,0,0
2022,1,16,23,5.95,9.28,0,0,0,0
2022,1,17,0,5.93,9.34,0,0,0,0
2022,1,17,1,5.9,9.21,0,0,0,0
2022,1,17,2,5.88,9.09,0,0,0,0
2022,1,17,3,5.87,8.82,0,0,0,0
2022,1,17,4,5.88,8.36,0,0,0,0
2022,1,17,5,5.88,7.83,0,0,0,0
2022,1,17,6,5.87,7.17,0,0,0,0
2022,1,17,7,6.1,6.53,0.01,2.8,51.34,91.1
2022,1,17,8,6.38,6.16,0.07,7.91,149.05,241.48
2022,1,17,9,6.65,6.37,0.2,13.64,251.74,388.42
2022,1,17,10,6.93,6.97,0.3,16.93,304.09,490.98
2022,1,17,11,7.15,7.61,0.38,19.69,364.26,537.48
2022,1,17,12,7.3,8.2,0.37,19.61,361.71,521.1
2022,1,17,13,7.39,8.75,0.23,14.38,264.67,442.65
2022,1,17,14,7.48,9.12,0.12,10.37,192.46,310.23
2022,1,17,15,7.64,9.46,0.02,4.54,86.52,150.67
2022,1,17,16,7.74,9.97,0,0.7,17.91,21.5
2022,1,17,17,7.81,10.42,0,0,0,0
2022,1,17,18,7.98,10.87,0,0,0,0
2022,1,17,19,8.05,11.49,0,0,0,0
2022,1,17,20,7.87,12.01,0,0,0,0
2022,1,17,21,7.45,12.23,0,0,0,0
2022,1,17,22,7.04,11.82,0,0,0,0
2022,1,17,23,6.47,11.39,0,0,0,0
2022,1,18,0,5.98,10.92,0,0,0,0
2022,1,18,1,5.59,10.39,0,0,0,0
2022,1,18,2,5.26,9.94,0,0,0,0
2022,1,18,3,5.01,9.54,0,0,0,0
2022,1,18,4,4.98,9.34,0,0,0,0
2022,1,18,5,4.74,9.09,0,0,0,0
2022,1,18,6,4.56,8.9,0,0,0,0
2022,1,18,7,4.74,8.45,0.02,4.61,100.71,125.27
2022,1,18,8,4.77,7.96,0.09,11.66,246.55,308.3
2022,1,18,9,4.84,7.56,0.28,21.37,430.32,468.33
2022,1,18,10,4.97,7.32,0.47,28.56,556.8,586.62
2022,1,18,11,5.1,7.18,0.57,31.96,614.41,637.2
2022,1,18,12,5.33,7.05,0.53,31.01,606.55,620.2
2022,1,18,13,5.63,6.87,0.38,26.2,527.38,539.1
2022,1,18,14,5.9,6.63,0.18,17.67,383.73,398.62
2022,1,18,15,6.05,6.31,0.04,8.42,208.18,213.55
2022,1,18,16,5.9,6,0,1.29,34.97,33.17
2022,1,18,17,5.78,5.83,0,0,0,0
2022,1,18,18,5.79,5.74,0,0,0,0
2022,1,18,19,5.77,5.73,0,0,0,0
2022,1,18,20,5.73,5.77,0,0,0,0
2022,1,18,21,5.64,5.82,0,0,0,0
2022,1,18,22,5.55,5.87,0,0,0,0
2022,1,18,23,5.47,5.88,0,0,0,0
2022,1,19,0,5.36,5.81,0,0,0,0
2022,1,19,1,5.24,5.82,0,0,0,0
2022,1,19,2,5.15,5.92,0,0,0,0
2022,1,19,3,5.07,6.01,0,0,0,0
2022,1,19,4,5.01,6.09,0,0,0,0
2022,1,19,5,4.97,6,0,0,0,0
2022,1,19,6,5,5.81,0,0,0,0
2022,1,19,7,5.55,5.46,0.01,3.89,91.07,94.02
2022,1,19,8,5.89,4.94,0.07,10.09,245.41,244.77
2022,1,19,9,6.07,4.49,0.2,16.98,393.33,396.3
2022,1,19,10,6.26,4.34,0.34,22.49,493.95,505.92
2022,1,19,11,6.49,4.44,0.46,28.07,567.37,593.65
2022,1,19,12,6.76,4.67,0.44,27.2,557.82,572.15
2022,1,19,13,6.96,4.83,0.3,22.23,476.76,483.88
2022,1,19,14,7.12,4.89,0.15,15.27,341.12,348
2022,1,19,15,7.26,5.09,0.03,7.28,169.59,174.52
2022,1,19,16,7.19,5.43,0,1.19,28.79,27.4
2022,1,19,17,7.44,6.08,0,0,0,0
2022,1,19,18,7.74,6.98,0,0,0,0
2022,1,19,19,8.06,7.88,0,0,0,0
2022,1,19,20,8.25,9.19,0,0,0,0
2022,1,19,21,7.96,10.77,0,0,0,0
2022,1,19,22,7.17,11.58,0,0,0,0
2022,1,19,23,6.49,11.48,0,0,0,0
2022,1,20,0,6.18,11.41,0,0,0,0
2022,1,20,1,5.87,11.59,0,0,0,0
2022,1,20,2,5.32,11.69,0,0,0,0
2022,1,20,3,4.72,11.44,0,0,0,0
2022,1,20,4,4.4,11.05,0,0,0,0
2022,1,20,5,4.13,10.6,0,0,0,0
2022,1,20,6,3.9,10.16,0,0,0,0
2022,1,20,7,3.98,9.61,0.01,3.8,83.54,104.75
2022,1,20,8,4.03,9.12,0.08,10.77,225.48,267.52
2022,1,20,9,4.08,8.7,0.23,18.69,378.2,432.8
2022,1,20,10,4.08,8.2,0.38,24.62,487.38,544.15
2022,1,20,11,4.12,7.57,0.52,29.8,550.05,633.67
2022,1,20,12,4.26,7.09,0.47,28.45,538.02,609.62
2022,1,20,13,4.49,6.91,0.33,23.62,463.12,521.1
2022,1,20,14,4.69,6.65,0.15,14.95,308.99,375.17
2022,1,20,15,4.76,6.25,0.03,7.48,164.32,193.62
2022,1,20,16,4.65,6.02,0,1.23,30.31,30.95
2022,1,20,17,4.57,5.82,0,0,0,0
2022,1,20,18,4.67,5.55,0,0,0,0
2022,1,20,19,4.76,5.31,0,0,0,0
2022,1,20,20,4.85,5.13,0,0,0,0
2022,1,20,21,4.94,4.97,0,0,0,0
2022,1,20,22,5.04,4.84,0,0,0,0
2022,1,20,23,5.12,4.82,0,0,0,0
2022,1,21,0,5.19,4.77,0,0,0,0
2022,1,21,1,5.26,4.75,0,0,0,0
2022,1,21,2,5.33,4.83,0,0,0,0
2022,1,21,3,5.42,4.65,0,0,0,0
2022,1,21,4,5.52,4.47,0,0,0,0
2022,1,21,5,5.66,4.4,0,0,0,0
2022,1,21,6,5.91,4.35,0,0.16,6.96,3.3
2022,1,21,7,6.5,4.16,0.01,3.48,72.08,86.83
2022,1,21,8,7.09,3.92,0.07,8.41,186.47,245.58
2022,1,21,9,7.55,3.63,0.23,16.64,345.48,395
2022,1,21,10,7.97,3.23,0.34,19.48,367.77,500.27
2022,1,21,11,8.44,3.05,0.47,23.48,406.6,603.73
