,YEAR,MO,DY,HR,WS50M,ALLSKY_SFC_SW_DWN,T2M,Season,Load,Price
4799,2022,12,18,23,4.09,0.0,-9.83,Winter,923,0.05
4800,2022,12,19,0,4.28,0.0,-10.09,Winter,750,0.05
4801,2022,12,19,1,4.55,0.0,-10.51,Winter,753,0.05
4802,2022,12,19,2,4.59,0.0,-10.74,Winter,773,0.05
4803,2022,12,19,3,4.33,0.0,-10.92,Winter,753,0.05
4804,2022,12,19,4,3.8,0.0,-10.93,Winter,760,0.05
4805,2022,12,19,5,2.98,0.0,-10.76,Winter,784,0.05
4806,2022,12,19,6,1.88,0.0,-10.52,Winter,801,0.05
4807,2022,12,19,7,0.8,72.57,-9.87,Winter,944,0.15
4808,2022,12,19,8,0.53,189.95,-8.73,Winter,1039,0.15
4809,2022,12,19,9,0.24,267.4,-7.2,Winter,1094,0.15
4810,2022,12,19,10,0.77,342.96,-5.85,Winter,1094,0.2
4811,2022,12,19,11,1.37,375.9,-5.03,Winter,1125,0.2
4812,2022,12,19,12,2.02,348.49,-4.24,Winter,1094,0.2
4813,2022,12,19,13,2.73,271.13,-3.59,Winter,1080,0.2
4814,2022,12,19,14,2.99,168.38,-3.45,Winter,1073,0.2
4815,2022,12,19,15,3.22,66.48,-3.9,Winter,1084,0.15
4816,2022,12,19,16,4.07,0.0,-4.95,Winter,1063,0.15
4817,2022,12,19,17,4.68,0.0,-5.67,Winter,1063,0.15
4818,2022,12,19,18,4.54,0.0,-6.39,Winter,1084,0.2
4819,2022,12,19,19,4.07,0.0,-6.96,Winter,1084,0.2
4820,2022,12,19,20,3.43,0.0,-7.47,Winter,1012,0.2
4821,2022,12,19,21,2.75,0.0,-7.7,Winter,992,0.15
4822,2022,12,19,22,2.11,0.0,-7.76,Winter,961,0.15
4823,2022,12,19,23,1.87,0.0,-7.84,Winter,923,0.05
4824,2022,12,20,0,1.95,0.0,-8.1,Winter,750,0.05
4825,2022,12,20,1,2.1,0.0,-8.27,Winter,753,0.05
4826,2022,12,20,2,2.21,0.0,-8.45,Winter,773,0.05
4827,2022,12,20,3,2.17,0.0,-8.58,Winter,753,0.05
4828,2022,12,20,4,2.21,0.0,-8.73,Winter,760,0.05
4829,2022,12,20,5,2.26,0.0,-8.74,Winter,784,0.05
4830,2022,12,20,6,2.13,0.0,-8.68,Winter,801,0.05
4831,2022,12,20,7,1.7,68.39,-7.82,Winter,944,0.15
4832,2022,12,20,8,1.24,207.68,-5.94,Winter,1039,0.15
4833,2022,12,20,9,0.9,330.07,-4.02,Winter,1094,0.15
4834,2022,12,20,10,0.94,371.45,-2.27,Winter,1094,0.2
4835,2022,12,20,11,0.86,421.27,-1.13,Winter,1125,0.2
4836,2022,12,20,12,1.14,376.33,-0.35,Winter,1094,0.2
4837,2022,12,20,13,1.35,312.7,0.09,Winter,1080,0.2
4838,2022,12,20,14,1.98,183.8,0.26,Winter,1073,0.2
4839,2022,12,20,15,2.85,68.41,-0.17,Winter,1084,0.15
4840,2022,12,20,16,4.25,0.0,-1.28,Winter,1063,0.15
4841,2022,12,20,17,5.15,0.0,-1.64,Winter,1063,0.15
4842,2022,12,20,18,5.74,0.0,-1.59,Winter,1084,0.2
4843,2022,12,20,19,6.02,0.0,-1.57,Winter,1084,0.2
4844,2022,12,20,20,6.24,0.0,-1.64,Winter,1012,0.2
4845,2022,12,20,21,6.74,0.0,-1.68,Winter,992,0.15
4846,2022,12,20,22,7.14,0.0,-1.68,Winter,961,0.15
4847,2022,12,20,23,7.38,0.0,-1.73,Winter,923,0.05
4848,2022,12,21,0,7.87,0.0,-1.77,Winter,750,0.05
4849,2022,12,21,1,8.28,0.0,-1.78,Winter,753,0.05
4850,2022,12,21,2,8.87,0.0,-1.43,Winter,773,0.05
4851,2022,12,21,3,9.1,0.0,-1.27,Winter,753,0.05
4852,2022,12,21,4,8.37,0.0,-1.38,Winter,760,0.05
4853,2022,12,21,5,7.1,0.0,-1.34,Winter,784,0.05
4854,2022,12,21,6,6.13,0.0,-1.01,Winter,801,0.05
4855,2022,12,21,7,5.4,32.55,-0.58,Winter,944,0.15
4856,2022,12,21,8,5.11,102.23,0.1,Winter,1039,0.15
4857,2022,12,21,9,3.95,150.94,0.76,Winter,1094,0.15
4858,2022,12,21,10,2.44,152.38,1.71,Winter,1094,0.2
4859,2022,12,21,11,3.63,139.88,2.63,Winter,1125,0.2
4860,2022,12,21,12,4.96,205.83,2.95,Winter,1094,0.2
4861,2022,12,21,13,5.63,221.52,2.99,Winter,1080,0.2
4862,2022,12,21,14,5.64,137.65,2.65,Winter,1073,0.2
4863,2022,12,21,15,5.68,62.87,1.37,Winter,1084,0.15
4864,2022,12,21,16,6.2,0.0,0.21,Winter,1063,0.15
4865,2022,12,21,17,7.47,0.0,-0.03,Winter,1063,0.15
4866,2022,12,21,18,8.6,0.0,-0.67,Winter,1084,0.2
4867,2022,12,21,19,8.98,0.0,-1.47,Winter,1084,0.2
4868,2022,12,21,20,8.95,0.0,-2.05,Winter,1012,0.2
4869,2022,12,21,21,8.9,0.0,-2.4,Winter,992,0.15
4870,2022,12,21,22,9.14,0.0,-2.73,Winter,961,0.15
4871,2022,12,21,23,9.64,0.0,-3.35,Winter,923,0.05
4872,2022,12,22,0,10.01,0.0,-4.38,Winter,750,0.05
4873,2022,12,22,1,10.13,0.0,-5.61,Winter,753,0.05
4874,2022,12,22,2,10.04,0.0,-6.65,Winter,773,0.05
4875,2022,12,22,3,10.1,0.0,-7.48,Winter,753,0.05
4876,2022,12,22,4,10.23,0.0,-8.2,Winter,760,0.05
4877,2022,12,22,5,10.2,0.0,-8.85,Winter,784,0.05
4878,2022,12,22,6,10.35,0.0,-9.32,Winter,801,0.05
4879,2022,12,22,7,10.61,73.83,-9.07,Winter,944,0.15
4880,2022,12,22,8,11.51,170.27,-8.06,Winter,1039,0.15
4881,2022,12,22,9,12.03,245.91,-7.29,Winter,1094,0.15
4882,2022,12,22,10,12.49,319.69,-6.51,Winter,1094,0.2
4883,2022,12,22,11,12.79,348.63,-6.13,Winter,1125,0.2
4884,2022,12,22,12,12.98,287.86,-6.14,Winter,1094,0.2
4885,2022,12,22,13,13.09,255.67,-6.36,Winter,1080,0.2
4886,2022,12,22,14,13.26,155.16,-6.97,Winter,1073,0.2
4887,2022,12,22,15,13.38,83.9,-7.8,Winter,1084,0.15
4888,2022,12,22,16,13.45,0.0,-8.64,Winter,1063,0.15
4889,2022,12,22,17,13.53,0.0,-9.05,Winter,1063,0.15
4890,2022,12,22,18,13.66,0.0,-9.23,Winter,1084,0.2
4891,2022,12,22,19,13.76,0.0,-9.63,Winter,1084,0.2
4892,2022,12,22,20,13.77,0.0,-10.31,Winter,1012,0.2
4893,2022,12,22,21,13.69,0.0,-10.92,Winter,992,0.15
4894,2022,12,22,22,13.93,0.0,-11.64,Winter,961,0.15
4895,2022,12,22,23,13.82,0.0,-12.29,Winter,923,0.05
4896,2022,12,23,0,13.78,0.0,-12.72,Winter,750,0.05
4897,2022,12,23,1,13.73,0.0,-13.06,Winter,753,0.05
4898,2022,12,23,2,13.54,0.0,-13.25,Winter,773,0.05
4899,2022,12,23,3,13.36,0.0,-13.4,Winter,753,0.05
4900,2022,12,23,4,13.19,0.0,-13.6,Winter,760,0.05
4901,2022,12,23,5,12.87,0.0,-13.74,Winter,784,0.05
4902,2022,12,23,6,12.67,0.0,-13.77,Winter,801,0.05
4903,2022,12,23,7,12.69,48.62,-13.33,Winter,944,0.15
4904,2022,12,23,8,13.37,190.57,-12.33,Winter,1039,0.15
4905,2022,12,23,9,13.62,259.89,-11.34,Winter,1094,0.15
4906,2022,12,23,10,13.63,331.61,-10.41,Winter,1094,0.2
4907,2022,12,23,11,13.93,350.81,-9.56,Winter,1125,0.2
4908,2022,12,23,12,14.35,310.73,-9.12,Winter,1094,0.2
4909,2022,12,23,13,14.6,231.77,-9.25,Winter,1080,0.2
4910,2022,12,23,14,14.51,167.52,-9.55,Winter,1073,0.2
4911,2022,12,23,15,14.14,77.32,-9.97,Winter,1084,0.15
4912,2022,12,23,16,13.61,0.0,-10.34,Winter,1063,0.15
4913,2022,12,23,17,13.09,0.0,-10.61,Winter,1063,0.15
4914,2022,12,23,18,12.21,0.0,-11.02,Winter,1084,0.2
4915,2022,12,23,19,11.35,0.0,-11.4,Winter,1084,0.2
4916,2022,12,23,20,10.5,0.0,-11.74,Winter,1012,0.2
4917,2022,12,23,21,9.31,0.0,-12.24,Winter,992,0.15
4918,2022,12,23,22,8.14,0.0,-12.71,Winter,961,0.15
4919,2022,12,23,23,7.32,0.0,-13.06,Winter,923,0.05
4920,2022,12,24,0,6.59,0.0,-13.33,Winter,750,0.05
4921,2022,12,24,1,5.81,0.0,-13.55,Winter,753,0.05
4922,2022,12,24,2,4.91,0.0,-13.72,Winter,773,0.05
4923,2022,12,24,3,3.98,0.0,-13.82,Winter,753,0.05
4924,2022,12,24,4,3.11,0.0,-13.88,Winter,760,0.05
4925,2022,12,24,5,2.39,0.0,-13.95,Winter,784,0.05
4926,2022,12,24,6,1.97,0.0,-14.0,Winter,801,0.05
4927,2022,12,24,7,1.83,67.87,-13.21,Winter,944,0.15
4928,2022,12,24,8,1.66,220.5,-11.54,Winter,1039,0.15
4929,2022,12,24,9,1.44,323.02,-10.13,Winter,1094,0.15
4930,2022,12,24,10,1.51,410.54,-8.58,Winter,1094,0.2
4931,2022,12,24,11,2.02,443.01,-6.98,Winter,1125,0.2
4932,2022,12,24,12,2.5,403.25,-5.74,Winter,1094,0.2
4933,2022,12,24,13,2.61,339.16,-4.99,Winter,1080,0.2
4934,2022,12,24,14,2.45,215.13,-4.72,Winter,1073,0.2
4935,2022,12,24,15,2.31,73.28,-5.24,Winter,1084,0.15
4936,2022,12,24,16,2.38,0.0,-6.6,Winter,1063,0.15
4937,2022,12,24,17,2.58,0.0,-6.99,Winter,1063,0.15
4938,2022,12,24,18,2.86,0.0,-7.27,Winter,1084,0.2
4939,2022,12,24,19,3.13,0.0,-7.54,Winter,1084,0.2
4940,2022,12,24,20,3.36,0.0,-7.8,Winter,1012,0.2
4941,2022,12,24,21,3.37,0.0,-7.98,Winter,992,0.15
4942,2022,12,24,22,3.32,0.0,-8.09,Winter,961,0.15
4943,2022,12,24,23,3.28,0.0,-8.21,Winter,923,0.05
4944,2022,12,25,0,3.26,0.0,-8.35,Winter,750,0.05
4945,2022,12,25,1,3.25,0.0,-8.53,Winter,753,0.05
4946,2022,12,25,2,3.28,0.0,-8.84,Winter,773,0.05
4947,2022,12,25,3,3.61,0.0,-9.3,Winter,753,0.05
4948,2022,12,25,4,4.1,0.0,-9.64,Winter,760,0.05
4949,2022,12,25,5,4.43,0.0,-9.81,Winter,784,0.05
4950,2022,12,25,6,4.83,0.0,-10.12,Winter,801,0.05
4951,2022,12,25,7,5.18,69.41,-9.56,Winter,944,0.15
4952,2022,12,25,8,5.21,221.45,-7.85,Winter,1039,0.15
4953,2022,12,25,9,5.07,338.3,-6.5,Winter,1094,0.15
4954,2022,12,25,10,5.09,409.91,-4.93,Winter,1094,0.2
4955,2022,12,25,11,5.76,449.48,-3.21,Winter,1125,0.2
4956,2022,12,25,12,6.33,420.06,-1.82,Winter,1094,0.2
4957,2022,12,25,13,6.61,339.53,-0.95,Winter,1080,0.2
4958,2022,12,25,14,6.54,215.75,-0.78,Winter,1073,0.2
4959,2022,12,25,15,6.44,84.7,-1.74,Winter,1084,0.15
4960,2022,12,25,16,6.87,0.0,-4.05,Winter,1063,0.15
4961,2022,12,25,17,7.36,0.0,-4.91,Winter,1063,0.15
4962,2022,12,25,18,7.37,0.0,-5.6,Winter,1084,0.2
4963,2022,12,25,19,7.07,0.0,-6.27,Winter,1084,0.2
4964,2022,12,25,20,6.52,0.0,-6.79,Winter,1012,0.2
4965,2022,12,25,21,5.86,0.0,-7.18,Winter,992,0.15
4966,2022,12,25,22,5.4,0.0,-7.36,Winter,961,0.15
4967,2022,12,25,23,5.29,0.0,-7.49,Winter,923,0.05
4968,2022,12,26,0,4.97,0.0,-7.89,Winter,750,0.05
4969,2022,12,26,1,4.44,0.0,-8.31,Winter,753,0.05
4970,2022,12,26,2,3.91,0.0,-8.66,Winter,773,0.05
4971,2022,12,26,3,3.47,0.0,-8.92,Winter,753,0.05
4972,2022,12,26,4,3.02,0.0,-9.1,Winter,760,0.05
4973,2022,12,26,5,2.6,0.0,-9.11,Winter,784,0.05
4974,2022,12,26,6,2.24,0.0,-8.95,Winter,801,0.05
4975,2022,12,26,7,2.03,61.86,-8.34,Winter,944,0.15
4976,2022,12,26,8,1.93,179.22,-6.52,Winter,1039,0.15
4977,2022,12,26,9,1.95,270.32,-4.91,Winter,1094,0.15
4978,2022,12,26,10,2.04,251.86,-3.72,Winter,1094,0.2
4979,2022,12,26,11,2.2,299.67,-2.9,Winter,1125,0.2
4980,2022,12,26,12,2.03,381.79,-2.1,Winter,1094,0.2
4981,2022,12,26,13,2.0,281.3,-1.31,Winter,1080,0.2
4982,2022,12,26,14,2.08,213.12,-1.09,Winter,1073,0.2
4983,2022,12,26,15,2.19,82.71,-1.77,Winter,1084,0.15
4984,2022,12,26,16,2.4,0.0,-3.29,Winter,1063,0.15
4985,2022,12,26,17,2.65,0.0,-3.85,Winter,1063,0.15
4986,2022,12,26,18,3.01,0.0,-4.28,Winter,1084,0.2
4987,2022,12,26,19,3.28,0.0,-4.68,Winter,1084,0.2
4988,2022,12,26,20,3.57,0.0,-5.1,Winter,1012,0.2
4989,2022,12,26,21,3.76,0.0,-5.47,Winter,992,0.15
4990,2022,12,26,22,3.8,0.0,-5.77,Winter,961,0.15
4991,2022,12,26,23,3.59,0.0,-5.89,Winter,923,0.05
4992,2022,12,27,0,3.19,0.0,-5.98,Winter,750,0.05
4993,2022,12,27,1,2.87,0.0,-5.99,Winter,753,0.05
4994,2022,12,27,2,2.83,0.0,-6.22,Winter,773,0.05
4995,2022,12,27,3,2.91,0.0,-6.52,Winter,753,0.05
4996,2022,12,27,4,2.82,0.0,-6.64,Winter,760,0.05
4997,2022,12,27,5,2.52,0.0,-6.56,Winter,784,0.05
4998,2022,12,27,6,2.1,0.0,-6.43,Winter,801,0.05
4999,2022,12,27,7,1.52,57.81,-5.71,Winter,944,0.15
5000,2022,12,27,8,0.93,208.16,-4.04,Winter,1039,0.15
5001,2022,12,27,9,1.09,323.49,-2.47,Winter,1094,0.15
5002,2022,12,27,10,2.33,403.56,-0.52,Winter,1094,0.2
5003,2022,12,27,11,3.16,436.98,0.48,Winter,1125,0.2
5004,2022,12,27,12,3.79,416.62,1.02,Winter,1094,0.2
5005,2022,12,27,13,4.19,333.63,1.08,Winter,1080,0.2
5006,2022,12,27,14,4.31,222.66,0.65,Winter,1073,0.2
5007,2022,12,27,15,4.08,83.01,-0.78,Winter,1084,0.15
5008,2022,12,27,16,3.77,0.0,-2.55,Winter,1063,0.15
5009,2022,12,27,17,3.27,0.0,-2.59,Winter,1063,0.15
5010,2022,12,27,18,2.66,0.0,-2.49,Winter,1084,0.2
5011,2022,12,27,19,2.25,0.0,-2.49,Winter,1084,0.2
5012,2022,12,27,20,2.3,0.0,-2.63,Winter,1012,0.2
5013,2022,12,27,21,2.58,0.0,-2.8,Winter,992,0.15
5014,2022,12,27,22,3.26,0.0,-3.03,Winter,961,0.15
5015,2022,12,27,23,4.44,0.0,-3.46,Winter,923,0.05
5016,2022,12,28,0,5.75,0.0,-3.49,Winter,750,0.05
5017,2022,12,28,1,6.57,0.0,-2.6,Winter,753,0.05
5018,2022,12,28,2,7.93,0.0,-1.95,Winter,773,0.05
5019,2022,12,28,3,10.81,0.0,-2.03,Winter,753,0.05
5020,2022,12,28,4,10.84,0.0,-3.81,Winter,760,0.05
5021,2022,12,28,5,9.33,0.0,-5.59,Winter,784,0.05
5022,2022,12,28,6,8.36,0.0,-6.83,Winter,801,0.05
5023,2022,12,28,7,7.56,63.13,-6.43,Winter,944,0.15
5024,2022,12,28,8,6.9,208.89,-4.79,Winter,1039,0.15
5025,2022,12,28,9,6.89,330.54,-3.44,Winter,1094,0.15
5026,2022,12,28,10,6.74,422.73,-2.44,Winter,1094,0.2
5027,2022,12,28,11,6.91,448.63,-1.79,Winter,1125,0.2
5028,2022,12,28,12,7.28,399.73,-1.5,Winter,1094,0.2
5029,2022,12,28,13,7.45,363.32,-1.5,Winter,1080,0.2
5030,2022,12,28,14,7.23,238.43,-1.81,Winter,1073,0.2
5031,2022,12,28,15,6.69,100.52,-2.42,Winter,1084,0.15
5032,2022,12,28,16,6.7,0.0,-3.98,Winter,1063,0.15
5033,2022,12,28,17,7.13,0.0,-4.59,Winter,1063,0.15
5034,2022,12,28,18,7.42,0.0,-4.99,Winter,1084,0.2
5035,2022,12,28,19,7.34,0.0,-5.98,Winter,1084,0.2
5036,2022,12,28,20,6.63,0.0,-7.08,Winter,1012,0.2
5037,2022,12,28,21,5.71,0.0,-7.76,Winter,992,0.15
5038,2022,12,28,22,5.13,0.0,-8.06,Winter,961,0.15
5039,2022,12,28,23,4.98,0.0,-8.1,Winter,923,0.05
5040,2022,12,29,0,4.94,0.0,-8.02,Winter,750,0.05
5041,2022,12,29,1,4.92,0.0,-7.99,Winter,753,0.05
5042,2022,12,29,2,4.96,0.0,-8.09,Winter,773,0.05
5043,2022,12,29,3,4.99,0.0,-8.29,Winter,753,0.05
5044,2022,12,29,4,4.78,0.0,-8.48,Winter,760,0.05
5045,2022,12,29,5,4.41,0.0,-8.77,Winter,784,0.05
5046,2022,12,29,6,3.93,0.0,-9.07,Winter,801,0.05
5047,2022,12,29,7,3.32,56.57,-8.28,Winter,944,0.15
5048,2022,12,29,8,2.54,204.41,-6.27,Winter,1039,0.15
5049,2022,12,29,9,2.0,298.98,-4.74,Winter,1094,0.15
5050,2022,12,29,10,1.92,393.64,-3.41,Winter,1094,0.2
5051,2022,12,29,11,2.66,390.32,-2.35,Winter,1125,0.2
5052,2022,12,29,12,3.26,353.93,-1.6,Winter,1094,0.2
5053,2022,12,29,13,3.54,308.97,-1.17,Winter,1080,0.2
5054,2022,12,29,14,3.37,192.22,-1.03,Winter,1073,0.2
5055,2022,12,29,15,2.71,75.59,-1.77,Winter,1084,0.15
5056,2022,12,29,16,1.9,0.0,-2.82,Winter,1063,0.15
5057,2022,12,29,17,1.27,0.0,-2.8,Winter,1063,0.15
5058,2022,12,29,18,1.05,0.0,-2.77,Winter,1084,0.2
5059,2022,12,29,19,1.34,0.0,-2.77,Winter,1084,0.2
5060,2022,12,29,20,1.84,0.0,-2.88,Winter,1012,0.2
5061,2022,12,29,21,2.36,0.0,-2.74,Winter,992,0.15
5062,2022,12,29,22,2.76,0.0,-2.57,Winter,961,0.15
5063,2022,12,29,23,2.71,0.0,-2.19,Winter,923,0.05
5064,2022,12,30,0,2.26,0.0,-1.89,Winter,750,0.05
5065,2022,12,30,1,2.02,0.0,-2.24,Winter,753,0.05
5066,2022,12,30,2,2.71,0.0,-3.5,Winter,773,0.05
5067,2022,12,30,3,3.49,0.0,-4.73,Winter,753,0.05
5068,2022,12,30,4,4.1,0.0,-5.7,Winter,760,0.05
5069,2022,12,30,5,4.46,0.0,-6.56,Winter,784,0.05
5070,2022,12,30,6,4.35,0.0,-7.21,Winter,801,0.05
5071,2022,12,30,7,3.85,57.78,-6.62,Winter,944,0.15
5072,2022,12,30,8,3.33,217.66,-4.46,Winter,1039,0.15
5073,2022,12,30,9,3.32,353.29,-3.0,Winter,1094,0.15
5074,2022,12,30,10,3.76,446.55,-1.71,Winter,1094,0.2
5075,2022,12,30,11,4.08,474.66,-1.02,Winter,1125,0.2
5076,2022,12,30,12,4.39,410.04,-0.74,Winter,1094,0.2
5077,2022,12,30,13,4.61,366.43,-0.8,Winter,1080,0.2
5078,2022,12,30,14,4.62,243.82,-1.23,Winter,1073,0.2
5079,2022,12,30,15,4.49,104.62,-2.13,Winter,1084,0.15
5080,2022,12,30,16,4.43,0.0,-3.76,Winter,1063,0.15
5081,2022,12,30,17,4.42,0.0,-4.31,Winter,1063,0.15
5082,2022,12,30,18,4.52,0.0,-4.4,Winter,1084,0.2
5083,2022,12,30,19,4.53,0.0,-4.64,Winter,1084,0.2
5084,2022,12,30,20,4.45,0.0,-5.03,Winter,1012,0.2
5085,2022,12,30,21,4.26,0.0,-5.53,Winter,992,0.15
5086,2022,12,30,22,4.07,0.0,-5.92,Winter,961,0.15
5087,2022,12,30,23,3.72,0.0,-6.24,Winter,923,0.05
5088,2022,12,31,0,3.08,0.0,-6.27,Winter,750,0.05
5089,2022,12,31,1,2.3,0.0,-5.97,Winter,753,0.05
5090,2022,12,31,2,1.57,0.0,-5.58,Winter,773,0.05
5091,2022,12,31,3,1.12,0.0,-5.22,Winter,753,0.05
5092,2022,12,31,4,1.36,0.0,-4.99,Winter,760,0.05
5093,2022,12,31,5,1.61,0.0,-4.63,Winter,784,0.05
5094,2022,12,31,6,1.86,0.0,-4.42,Winter,801,0.05
5095,2022,12,31,7,2.21,49.38,-3.74,Winter,944,0.15
5096,2022,12,31,8,2.57,130.91,-2.01,Winter,1039,0.15
5097,2022,12,31,9,3.11,219.37,-0.2,Winter,1094,0.15
5098,2022,12,31,10,4.73,259.23,1.55,Winter,1094,0.2
5099,2022,12,31,11,6.38,288.07,2.7,Winter,1125,0.2
5100,2022,12,31,12,7.09,265.62,2.98,Winter,1094,0.2
5101,2022,12,31,13,7.21,246.95,2.92,Winter,1080,0.2
5102,2022,12,31,14,6.77,191.87,2.78,Winter,1073,0.2
5103,2022,12,31,15,6.37,71.41,1.78,Winter,1084,0.15
5104,2022,12,31,16,6.17,7.05,0.18,Winter,1063,0.15
5105,2022,12,31,17,5.8,0.0,-0.08,Winter,1063,0.15
5106,2022,12,31,18,5.5,0.0,-0.42,Winter,1084,0.2
5107,2022,12,31,19,5.49,0.0,-0.75,Winter,1084,0.2
5108,2022,12,31,20,5.84,0.0,-0.91,Winter,1012,0.2
5109,2022,12,31,21,6.32,0.0,-0.82,Winter,992,0.15
5110,2022,12,31,22,6.79,0.0,-0.2,Winter,961,0.15
5111,2022,12,31,23,7.35,0.0,0.0,Winter,923,0.05
5112,2023,1,1,0,7.76,0.0,0.16,Winter,750,0.05
5113,2023,1,1,1,7.8,0.0,-0.3,Winter,753,0.05
5114,2023,1,1,2,7.61,0.0,-1.5,Winter,773,0.05
5115,2023,1,1,3,7.36,0.0,-3.06,Winter,753,0.05
5116,2023,1,1,4,7.08,0.0,-4.0,Winter,760,0.05
5117,2023,1,1,5,6.21,0.0,-4.84,Winter,784,0.05
5118,2023,1,1,6,5.67,0.0,-5.47,Winter,801,0.05
5119,2023,1,1,7,5.31,54.61,-4.99,Winter,944,0.15
5120,2023,1,1,8,4.98,219.19,-3.35,Winter,1039,0.15
5121,2023,1,1,9,4.84,359.2,-1.68,Winter,1094,0.15
5122,2023,1,1,10,6.07,453.92,0.39,Winter,1094,0.2
5123,2023,1,1,11,7.48,466.55,1.58,Winter,1125,0.2
5124,2023,1,1,12,8.48,463.88,1.9,Winter,1094,0.2
5125,2023,1,1,13,9.14,365.37,1.77,Winter,1080,0.2
5126,2023,1,1,14,9.32,259.7,1.18,Winter,1073,0.2
5127,2023,1,1,15,9.06,104.11,-0.1,Winter,1084,0.15
5128,2023,1,1,16,8.88,7.82,-2.02,Winter,1063,0.15
5129,2023,1,1,17,8.92,0.0,-2.75,Winter,1063,0.15
5130,2023,1,1,18,9.18,0.0,-3.38,Winter,1084,0.2
5131,2023,1,1,19,9.47,0.0,-3.91,Winter,1084,0.2
5132,2023,1,1,20,9.51,0.0,-4.41,Winter,1012,0.2
5133,2023,1,1,21,9.23,0.0,-4.93,Winter,992,0.15
5134,2023,1,1,22,8.96,0.0,-5.44,Winter,961,0.15
5135,2023,1,1,23,8.8,0.0,-5.93,Winter,923,0.05
5136,2023,1,2,0,8.66,0.0,-6.38,Winter,750,0.05
5137,2023,1,2,1,8.43,0.0,-6.75,Winter,753,0.05
5138,2023,1,2,2,8.18,0.0,-7.03,Winter,773,0.05
5139,2023,1,2,3,7.91,0.0,-7.38,Winter,753,0.05
5140,2023,1,2,4,7.54,0.0,-7.92,Winter,760,0.05
5141,2023,1,2,5,7.21,0.0,-8.53,Winter,784,0.05
5142,2023,1,2,6,7.0,0.0,-9.06,Winter,801,0.05
5143,2023,1,2,7,6.83,61.42,-8.08,Winter,944,0.15
5144,2023,1,2,8,6.51,247.77,-6.42,Winter,1039,0.15
5145,2023,1,2,9,7.19,371.62,-4.81,Winter,1094,0.15
5146,2023,1,2,10,7.55,460.02,-3.54,Winter,1094,0.2
5147,2023,1,2,11,7.87,529.25,-2.54,Winter,1125,0.2
5148,2023,1,2,12,8.22,486.07,-1.88,Winter,1094,0.2
5149,2023,1,2,13,8.09,376.18,-1.56,Winter,1080,0.2
5150,2023,1,2,14,7.81,270.14,-1.67,Winter,1073,0.2
5151,2023,1,2,15,7.62,101.88,-2.56,Winter,1084,0.15
5152,2023,1,2,16,7.7,8.12,-4.7,Winter,1063,0.15
5153,2023,1,2,17,7.81,0.0,-5.82,Winter,1063,0.15
5154,2023,1,2,18,7.69,0.0,-6.65,Winter,1084,0.2
5155,2023,1,2,19,7.53,0.0,-7.34,Winter,1084,0.2
5156,2023,1,2,20,7.38,0.0,-7.85,Winter,1012,0.2
5157,2023,1,2,21,7.25,0.0,-8.22,Winter,992,0.15
5158,2023,1,2,22,7.09,0.0,-8.53,Winter,961,0.15
5159,2023,1,2,23,6.81,0.0,-8.85,Winter,923,0.05
5160,2023,1,3,0,6.53,0.0,-9.17,Winter,750,0.05
5161,2023,1,3,1,6.27,0.0,-9.46,Winter,753,0.05
5162,2023,1,3,2,6.09,0.0,-9.72,Winter,773,0.05
5163,2023,1,3,3,6.02,0.0,-9.95,Winter,753,0.05
5164,2023,1,3,4,5.83,0.0,-10.13,Winter,760,0.05
5165,2023,1,3,5,5.46,0.0,-10.26,Winter,784,0.05
5166,2023,1,3,6,4.99,0.0,-10.28,Winter,801,0.05
5167,2023,1,3,7,4.46,64.19,-9.17,Winter,944,0.15
5168,2023,1,3,8,3.93,236.48,-6.9,Winter,1039,0.15
5169,2023,1,3,9,4.04,371.25,-5.16,Winter,1094,0.15
5170,2023,1,3,10,4.87,473.95,-3.3,Winter,1094,0.2
5171,2023,1,3,11,5.3,514.77,-2.2,Winter,1125,0.2
5172,2023,1,3,12,5.8,486.41,-1.51,Winter,1094,0.2
5173,2023,1,3,13,6.18,414.52,-1.18,Winter,1080,0.2
5174,2023,1,3,14,6.34,281.04,-1.31,Winter,1073,0.2
5175,2023,1,3,15,6.23,110.23,-2.23,Winter,1084,0.15
5176,2023,1,3,16,6.33,8.2,-4.47,Winter,1063,0.15
5177,2023,1,3,17,6.25,0.0,-5.35,Winter,1063,0.15
5178,2023,1,3,18,5.94,0.0,-5.91,Winter,1084,0.2
5179,2023,1,3,19,5.52,0.0,-6.36,Winter,1084,0.2
5180,2023,1,3,20,5.03,0.0,-6.7,Winter,1012,0.2
5181,2023,1,3,21,4.48,0.0,-6.88,Winter,992,0.15
5182,2023,1,3,22,3.83,0.0,-6.82,Winter,961,0.15
5183,2023,1,3,23,3.13,0.0,-6.59,Winter,923,0.05
5184,2023,1,4,0,2.57,0.0,-6.37,Winter,750,0.05
5185,2023,1,4,1,2.15,0.0,-6.2,Winter,753,0.05
5186,2023,1,4,2,1.81,0.0,-6.2,Winter,773,0.05
5187,2023,1,4,3,1.53,0.0,-6.23,Winter,753,0.05
5188,2023,1,4,4,1.36,0.0,-6.31,Winter,760,0.05
5189,2023,1,4,5,1.2,0.0,-6.33,Winter,784,0.05
5190,2023,1,4,6,0.85,0.0,-6.38,Winter,801,0.05
5191,2023,1,4,7,0.47,54.59,-5.85,Winter,944,0.15
