,YEAR,MO,DY,HR,WS50M,ALLSKY_SFC_SW_DWN,T2M,Season,Load,Price
1826,2022,8,17,2,3.45,0.0,21.37,Summer,1164,0.05
1827,2022,8,17,3,3.43,0.0,21.18,Summer,1139,0.05
1828,2022,8,17,4,3.32,0.0,21.08,Summer,1136,0.05
1829,2022,8,17,5,3.01,55.55,22.15,Summer,1167,0.05
1830,2022,8,17,6,2.18,174.81,23.53,Summer,1173,0.05
1831,2022,8,17,7,1.69,344.45,24.9,Summer,1449,0.15
1832,2022,8,17,8,1.94,489.2,26.15,Summer,1798,0.15
1833,2022,8,17,9,2.45,529.16,26.98,Summer,1881,0.15
1834,2022,8,17,10,2.76,827.23,27.64,Summer,1869,0.2
1835,2022,8,17,11,2.69,828.1,28.02,Summer,2052,0.2
1836,2022,8,17,12,2.55,804.74,28.23,Summer,1884,0.2
1837,2022,8,17,13,2.75,754.46,28.2,Summer,1875,0.2
1838,2022,8,17,14,3.21,623.62,27.94,Summer,1887,0.2
1839,2022,8,17,15,3.64,468.53,27.48,Summer,1887,0.15
1840,2022,8,17,16,3.94,271.18,26.85,Summer,1881,0.15
1841,2022,8,17,17,4.05,85.77,25.87,Summer,1771,0.15
1842,2022,8,17,18,3.97,6.93,24.45,Summer,1856,0.2
1843,2022,8,17,19,3.3,0.0,24.0,Summer,1866,0.2
1844,2022,8,17,20,2.51,0.0,23.73,Summer,1694,0.2
1845,2022,8,17,21,2.1,0.0,23.45,Summer,1559,0.15
1846,2022,8,17,22,1.54,0.0,23.26,Summer,1479,0.15
1847,2022,8,17,23,0.9,0.0,23.33,Summer,1384,0.05
1848,2022,8,18,0,0.76,0.0,23.15,Summer,1109,0.05
1849,2022,8,18,1,0.87,0.0,22.88,Summer,1170,0.05
1850,2022,8,18,2,1.15,0.0,22.52,Summer,1164,0.05
1851,2022,8,18,3,1.61,0.0,21.94,Summer,1139,0.05
1852,2022,8,18,4,1.98,0.0,21.68,Summer,1136,0.05
1853,2022,8,18,5,2.15,53.97,22.23,Summer,1167,0.05
1854,2022,8,18,6,2.06,212.46,23.7,Summer,1173,0.05
1855,2022,8,18,7,1.96,405.6,24.69,Summer,1449,0.15
1856,2022,8,18,8,1.96,579.71,25.37,Summer,1798,0.15
1857,2022,8,18,9,2.23,691.3,25.94,Summer,1881,0.15
1858,2022,8,18,10,2.52,752.73,26.12,Summer,1869,0.2
1859,2022,8,18,11,2.79,753.8,26.23,Summer,2052,0.2
1860,2022,8,18,12,2.89,726.12,26.37,Summer,1884,0.2
1861,2022,8,18,13,3.03,460.78,26.94,Summer,1875,0.2
1862,2022,8,18,14,3.18,473.73,26.69,Summer,1887,0.2
1863,2022,8,18,15,3.31,246.52,26.17,Summer,1887,0.15
1864,2022,8,18,16,2.58,141.55,25.76,Summer,1881,0.15
1865,2022,8,18,17,1.93,52.43,25.09,Summer,1771,0.15
1866,2022,8,18,18,1.62,0.0,24.43,Summer,1856,0.2
1867,2022,8,18,19,1.38,0.0,24.23,Summer,1866,0.2
1868,2022,8,18,20,1.39,0.0,23.97,Summer,1694,0.2
1869,2022,8,18,21,1.0,0.0,23.89,Summer,1559,0.15
1870,2022,8,18,22,0.49,0.0,23.74,Summer,1479,0.15
1871,2022,8,18,23,0.98,0.0,23.32,Summer,1384,0.05
1872,2022,8,19,0,1.97,0.0,22.7,Summer,1109,0.05
1873,2022,8,19,1,3.26,0.0,21.98,Summer,1170,0.05
1874,2022,8,19,2,4.07,0.0,21.54,Summer,1164,0.05
1875,2022,8,19,3,4.27,0.0,21.23,Summer,1139,0.05
1876,2022,8,19,4,4.45,0.0,21.3,Summer,1136,0.05
1877,2022,8,19,5,5.5,23.15,21.97,Summer,1167,0.05
1878,2022,8,19,6,5.67,99.61,22.86,Summer,1173,0.05
1879,2022,8,19,7,6.17,203.15,24.03,Summer,1449,0.15
1880,2022,8,19,8,7.53,264.48,25.06,Summer,1798,0.15
1881,2022,8,19,9,7.87,185.8,25.69,Summer,1881,0.15
1882,2022,8,19,10,7.88,164.41,26.05,Summer,1869,0.2
1883,2022,8,19,11,8.01,166.62,26.35,Summer,2052,0.2
1884,2022,8,19,12,7.87,135.6,26.58,Summer,1884,0.2
1885,2022,8,19,13,8.1,97.02,26.83,Summer,1875,0.2
1886,2022,8,19,14,9.3,95.45,27.19,Summer,1887,0.2
1887,2022,8,19,15,10.59,48.07,27.57,Summer,1887,0.15
1888,2022,8,19,16,10.89,87.54,27.48,Summer,1881,0.15
1889,2022,8,19,17,10.65,13.9,27.18,Summer,1771,0.15
1890,2022,8,19,18,9.89,0.0,26.87,Summer,1856,0.2
1891,2022,8,19,19,9.19,0.0,26.73,Summer,1866,0.2
1892,2022,8,19,20,8.45,0.0,26.61,Summer,1694,0.2
1893,2022,8,19,21,8.16,0.0,26.48,Summer,1559,0.15
1894,2022,8,19,22,7.37,0.0,26.21,Summer,1479,0.15
1895,2022,8,19,23,6.7,0.0,25.84,Summer,1384,0.05
1896,2022,8,20,0,6.12,0.0,25.4,Summer,1109,0.05
1897,2022,8,20,1,5.71,0.0,25.0,Summer,1170,0.05
1898,2022,8,20,2,4.82,0.0,24.4,Summer,1164,0.05
1899,2022,8,20,3,3.92,0.0,23.87,Summer,1139,0.05
1900,2022,8,20,4,3.36,0.0,23.5,Summer,1136,0.05
1901,2022,8,20,5,3.14,44.68,24.12,Summer,1167,0.05
1902,2022,8,20,6,2.9,198.23,24.94,Summer,1173,0.05
1903,2022,8,20,7,2.74,386.44,25.95,Summer,1449,0.15
1904,2022,8,20,8,2.36,527.98,27.06,Summer,1798,0.15
1905,2022,8,20,9,1.96,619.61,28.0,Summer,1881,0.15
1906,2022,8,20,10,2.36,734.17,28.67,Summer,1869,0.2
1907,2022,8,20,11,2.73,839.66,29.18,Summer,2052,0.2
1908,2022,8,20,12,2.75,856.78,29.51,Summer,1884,0.2
1909,2022,8,20,13,2.46,773.23,29.76,Summer,1875,0.2
1910,2022,8,20,14,2.13,656.83,29.89,Summer,1887,0.2
1911,2022,8,20,15,1.76,470.06,29.87,Summer,1887,0.15
1912,2022,8,20,16,1.51,285.34,29.76,Summer,1881,0.15
1913,2022,8,20,17,1.29,95.02,28.93,Summer,1771,0.15
1914,2022,8,20,18,1.28,0.0,27.38,Summer,1856,0.2
1915,2022,8,20,19,1.57,0.0,26.71,Summer,1866,0.2
1916,2022,8,20,20,2.53,0.0,26.0,Summer,1694,0.2
1917,2022,8,20,21,3.6,0.0,25.05,Summer,1559,0.15
1918,2022,8,20,22,4.1,0.0,24.28,Summer,1479,0.15
1919,2022,8,20,23,4.26,0.0,23.78,Summer,1384,0.05
1920,2022,8,21,0,4.63,0.0,23.53,Summer,1109,0.05
1921,2022,8,21,1,5.17,0.0,23.35,Summer,1170,0.05
1922,2022,8,21,2,5.45,0.0,23.22,Summer,1164,0.05
1923,2022,8,21,3,5.74,0.0,23.15,Summer,1139,0.05
1924,2022,8,21,4,5.61,0.0,23.06,Summer,1136,0.05
1925,2022,8,21,5,5.27,42.33,23.51,Summer,1167,0.05
1926,2022,8,21,6,4.75,152.42,24.1,Summer,1173,0.05
1927,2022,8,21,7,4.53,291.69,25.08,Summer,1449,0.15
1928,2022,8,21,8,4.47,458.49,26.13,Summer,1798,0.15
1929,2022,8,21,9,4.35,631.21,26.98,Summer,1881,0.15
1930,2022,8,21,10,3.95,725.59,27.56,Summer,1869,0.2
1931,2022,8,21,11,3.28,764.01,28.19,Summer,2052,0.2
1932,2022,8,21,12,2.74,802.85,28.52,Summer,1884,0.2
1933,2022,8,21,13,2.26,684.34,28.53,Summer,1875,0.2
1934,2022,8,21,14,1.41,583.99,28.67,Summer,1887,0.2
1935,2022,8,21,15,0.56,435.64,28.93,Summer,1887,0.15
1936,2022,8,21,16,0.35,249.14,29.01,Summer,1881,0.15
1937,2022,8,21,17,0.67,76.3,28.38,Summer,1771,0.15
1938,2022,8,21,18,1.26,0.0,27.24,Summer,1856,0.2
1939,2022,8,21,19,1.33,0.0,26.6,Summer,1866,0.2
1940,2022,8,21,20,1.55,0.0,25.92,Summer,1694,0.2
1941,2022,8,21,21,2.16,0.0,25.11,Summer,1559,0.15
1942,2022,8,21,22,3.21,0.0,24.12,Summer,1479,0.15
1943,2022,8,21,23,4.24,0.0,23.41,Summer,1384,0.05
1944,2022,8,22,0,4.77,0.0,22.85,Summer,1109,0.05
1945,2022,8,22,1,4.87,0.0,22.26,Summer,1170,0.05
1946,2022,8,22,2,4.91,0.0,21.72,Summer,1164,0.05
1947,2022,8,22,3,5.04,0.0,21.37,Summer,1139,0.05
1948,2022,8,22,4,5.02,0.0,21.15,Summer,1136,0.05
1949,2022,8,22,5,4.81,39.72,21.85,Summer,1167,0.05
1950,2022,8,22,6,4.52,130.98,23.24,Summer,1173,0.05
1951,2022,8,22,7,3.65,266.0,24.73,Summer,1449,0.15
1952,2022,8,22,8,3.64,414.0,26.3,Summer,1798,0.15
1953,2022,8,22,9,4.14,473.04,27.23,Summer,1881,0.15
1954,2022,8,22,10,4.56,524.48,27.36,Summer,1869,0.2
1955,2022,8,22,11,4.86,658.18,27.21,Summer,2052,0.2
1956,2022,8,22,12,5.32,344.23,27.08,Summer,1884,0.2
1957,2022,8,22,13,5.93,299.75,27.18,Summer,1875,0.2
1958,2022,8,22,14,6.6,259.25,27.33,Summer,1887,0.2
1959,2022,8,22,15,7.21,155.62,27.23,Summer,1887,0.15
1960,2022,8,22,16,7.22,69.02,26.71,Summer,1881,0.15
1961,2022,8,22,17,6.8,29.95,25.82,Summer,1771,0.15
1962,2022,8,22,18,6.12,0.0,24.97,Summer,1856,0.2
1963,2022,8,22,19,5.44,0.0,24.65,Summer,1866,0.2
1964,2022,8,22,20,4.86,0.0,24.42,Summer,1694,0.2
1965,2022,8,22,21,4.54,0.0,24.24,Summer,1559,0.15
1966,2022,8,22,22,4.49,0.0,24.1,Summer,1479,0.15
1967,2022,8,22,23,4.47,0.0,24.05,Summer,1384,0.05
1968,2022,8,23,0,4.35,0.0,24.06,Summer,1109,0.05
1969,2022,8,23,1,4.03,0.0,24.0,Summer,1170,0.05
1970,2022,8,23,2,3.73,0.0,23.81,Summer,1164,0.05
1971,2022,8,23,3,3.71,0.0,23.59,Summer,1139,0.05
1972,2022,8,23,4,4.09,0.0,23.32,Summer,1136,0.05
1973,2022,8,23,5,4.49,27.09,23.52,Summer,1167,0.05
1974,2022,8,23,6,4.23,99.3,23.81,Summer,1173,0.05
1975,2022,8,23,7,3.63,233.37,23.96,Summer,1449,0.15
1976,2022,8,23,8,3.15,373.92,24.23,Summer,1798,0.15
1977,2022,8,23,9,2.93,564.76,24.66,Summer,1881,0.15
1978,2022,8,23,10,2.85,647.72,25.3,Summer,1869,0.2
1979,2022,8,23,11,3.16,846.95,26.18,Summer,2052,0.2
1980,2022,8,23,12,3.91,803.26,27.07,Summer,1884,0.2
1981,2022,8,23,13,4.97,802.45,27.46,Summer,1875,0.2
1982,2022,8,23,14,5.98,650.76,27.4,Summer,1887,0.2
1983,2022,8,23,15,6.81,472.49,26.9,Summer,1887,0.15
1984,2022,8,23,16,7.33,286.09,25.98,Summer,1881,0.15
1985,2022,8,23,17,7.29,90.71,24.37,Summer,1771,0.15
1986,2022,8,23,18,7.57,0.0,22.73,Summer,1856,0.2
1987,2022,8,23,19,7.49,0.0,22.17,Summer,1866,0.2
1988,2022,8,23,20,6.63,0.0,21.56,Summer,1694,0.2
1989,2022,8,23,21,5.96,0.0,21.15,Summer,1559,0.15
1990,2022,8,23,22,5.92,0.0,20.91,Summer,1479,0.15
1991,2022,8,23,23,6.44,0.0,20.69,Summer,1384,0.05
1992,2022,8,24,0,7.05,0.0,20.57,Summer,1109,0.05
1993,2022,8,24,1,7.2,0.0,20.39,Summer,1170,0.05
1994,2022,8,24,2,6.9,0.0,20.25,Summer,1164,0.05
1995,2022,8,24,3,6.54,0.0,20.13,Summer,1139,0.05
1996,2022,8,24,4,6.23,0.0,20.03,Summer,1136,0.05
1997,2022,8,24,5,5.9,28.78,20.36,Summer,1167,0.05
1998,2022,8,24,6,5.58,123.55,21.23,Summer,1173,0.05
1999,2022,8,24,7,5.76,254.54,22.46,Summer,1449,0.15
2000,2022,8,24,8,6.06,379.41,23.65,Summer,1798,0.15
2001,2022,8,24,9,6.2,464.31,24.66,Summer,1881,0.15
2002,2022,8,24,10,5.8,504.78,25.4,Summer,1869,0.2
2003,2022,8,24,11,5.13,515.3,25.92,Summer,2052,0.2
2004,2022,8,24,12,4.5,514.11,26.19,Summer,1884,0.2
2005,2022,8,24,13,3.89,457.51,26.2,Summer,1875,0.2
2006,2022,8,24,14,3.32,444.73,26.03,Summer,1887,0.2
2007,2022,8,24,15,2.89,350.01,25.69,Summer,1887,0.15
2008,2022,8,24,16,2.93,164.65,25.17,Summer,1881,0.15
2009,2022,8,24,17,3.15,54.48,24.35,Summer,1771,0.15
2010,2022,8,24,18,3.36,0.0,23.26,Summer,1856,0.2
2011,2022,8,24,19,3.72,0.0,22.83,Summer,1866,0.2
2012,2022,8,24,20,4.22,0.0,22.33,Summer,1694,0.2
2013,2022,8,24,21,4.62,0.0,21.71,Summer,1559,0.15
2014,2022,8,24,22,4.89,0.0,21.07,Summer,1479,0.15
2015,2022,8,24,23,4.87,0.0,20.51,Summer,1384,0.05
2016,2022,8,25,0,4.77,0.0,20.14,Summer,1109,0.05
2017,2022,8,25,1,4.61,0.0,19.8,Summer,1170,0.05
2018,2022,8,25,2,4.35,0.0,19.52,Summer,1164,0.05
2019,2022,8,25,3,4.08,0.0,19.26,Summer,1139,0.05
2020,2022,8,25,4,3.7,0.0,19.02,Summer,1136,0.05
2021,2022,8,25,5,3.05,16.2,19.72,Summer,1167,0.05
2022,2022,8,25,6,1.7,55.23,21.0,Summer,1173,0.05
2023,2022,8,25,7,0.77,119.03,22.98,Summer,1449,0.15
2024,2022,8,25,8,1.62,160.73,23.96,Summer,1798,0.15
2025,2022,8,25,9,2.34,169.74,24.43,Summer,1881,0.15
2026,2022,8,25,10,3.28,218.84,24.7,Summer,1869,0.2
2027,2022,8,25,11,4.72,241.81,24.72,Summer,2052,0.2
2028,2022,8,25,12,5.44,213.02,24.37,Summer,1884,0.2
2029,2022,8,25,13,5.34,204.66,23.98,Summer,1875,0.2
2030,2022,8,25,14,5.07,222.12,23.53,Summer,1887,0.2
2031,2022,8,25,15,4.96,127.05,23.24,Summer,1887,0.15
2032,2022,8,25,16,4.69,72.61,23.02,Summer,1881,0.15
2033,2022,8,25,17,4.84,26.12,22.35,Summer,1771,0.15
2034,2022,8,25,18,5.26,0.0,21.38,Summer,1856,0.2
2035,2022,8,25,19,5.29,0.0,21.29,Summer,1866,0.2
2036,2022,8,25,20,5.23,0.0,21.25,Summer,1694,0.2
2037,2022,8,25,21,5.37,0.0,21.12,Summer,1559,0.15
2038,2022,8,25,22,5.8,0.0,20.82,Summer,1479,0.15
2039,2022,8,25,23,5.91,0.0,20.51,Summer,1384,0.05
2040,2022,8,26,0,5.3,0.0,20.26,Summer,1109,0.05
2041,2022,8,26,1,4.8,0.0,20.11,Summer,1170,0.05
2042,2022,8,26,2,4.36,0.0,20.12,Summer,1164,0.05
2043,2022,8,26,3,3.74,0.0,20.26,Summer,1139,0.05
2044,2022,8,26,4,3.23,0.0,20.49,Summer,1136,0.05
2045,2022,8,26,5,2.62,44.66,21.23,Summer,1167,0.05
2046,2022,8,26,6,2.58,196.05,22.88,Summer,1173,0.05
2047,2022,8,26,7,2.6,387.48,23.65,Summer,1449,0.15
2048,2022,8,26,8,2.52,545.13,24.18,Summer,1798,0.15
2049,2022,8,26,9,2.82,672.71,24.62,Summer,1881,0.15
2050,2022,8,26,10,3.27,769.36,24.83,Summer,1869,0.2
2051,2022,8,26,11,3.72,779.95,25.26,Summer,2052,0.2
2052,2022,8,26,12,4.04,791.74,25.55,Summer,1884,0.2
2053,2022,8,26,13,4.36,644.38,25.7,Summer,1875,0.2
2054,2022,8,26,14,4.75,541.06,25.74,Summer,1887,0.2
2055,2022,8,26,15,5.17,265.51,25.48,Summer,1887,0.15
2056,2022,8,26,16,5.6,140.17,24.9,Summer,1881,0.15
2057,2022,8,26,17,6.11,45.39,23.83,Summer,1771,0.15
2058,2022,8,26,18,6.78,0.0,22.8,Summer,1856,0.2
2059,2022,8,26,19,6.66,0.0,22.36,Summer,1866,0.2
2060,2022,8,26,20,6.34,0.0,21.74,Summer,1694,0.2
2061,2022,8,26,21,6.61,0.0,21.62,Summer,1559,0.15
2062,2022,8,26,22,6.98,0.0,21.66,Summer,1479,0.15
2063,2022,8,26,23,6.96,0.0,21.72,Summer,1384,0.05
2064,2022,8,27,0,7.34,0.0,21.5,Summer,1109,0.05
2065,2022,8,27,1,8.41,0.0,20.73,Summer,1170,0.05
2066,2022,8,27,2,9.01,0.0,19.33,Summer,1164,0.05
2067,2022,8,27,3,8.44,0.0,18.11,Summer,1139,0.05
2068,2022,8,27,4,8.21,0.0,17.25,Summer,1136,0.05
2069,2022,8,27,5,7.97,43.34,16.75,Summer,1167,0.05
2070,2022,8,27,6,7.26,224.63,17.73,Summer,1173,0.05
2071,2022,8,27,7,7.41,445.31,19.09,Summer,1449,0.15
2072,2022,8,27,8,7.41,647.75,20.28,Summer,1798,0.15
2073,2022,8,27,9,7.2,798.69,21.23,Summer,1881,0.15
2074,2022,8,27,10,6.88,884.42,22.01,Summer,1869,0.2
2075,2022,8,27,11,6.73,923.38,22.63,Summer,2052,0.2
2076,2022,8,27,12,6.71,890.81,23.13,Summer,1884,0.2
2077,2022,8,27,13,6.63,802.97,23.4,Summer,1875,0.2
2078,2022,8,27,14,6.55,667.95,23.41,Summer,1887,0.2
2079,2022,8,27,15,6.62,489.51,23.08,Summer,1887,0.15
2080,2022,8,27,16,6.64,284.29,22.31,Summer,1881,0.15
2081,2022,8,27,17,6.8,78.23,20.7,Summer,1771,0.15
2082,2022,8,27,18,7.04,0.0,18.89,Summer,1856,0.2
2083,2022,8,27,19,6.82,0.0,18.33,Summer,1866,0.2
2084,2022,8,27,20,6.44,0.0,17.97,Summer,1694,0.2
2085,2022,8,27,21,5.92,0.0,17.79,Summer,1559,0.15
2086,2022,8,27,22,5.32,0.0,17.63,Summer,1479,0.15
2087,2022,8,27,23,4.91,0.0,17.26,Summer,1384,0.05
2088,2022,8,28,0,4.62,0.0,16.9,Summer,1109,0.05
2089,2022,8,28,1,4.52,0.0,16.52,Summer,1170,0.05
2090,2022,8,28,2,4.41,0.0,16.19,Summer,1164,0.05
2091,2022,8,28,3,4.23,0.0,15.86,Summer,1139,0.05
2092,2022,8,28,4,3.87,0.0,15.65,Summer,1136,0.05
2093,2022,8,28,5,3.78,48.87,16.22,Summer,1167,0.05
2094,2022,8,28,6,3.59,219.84,18.6,Summer,1173,0.05
2095,2022,8,28,7,3.46,411.3,20.13,Summer,1449,0.15
2096,2022,8,28,8,3.83,612.9,21.88,Summer,1798,0.15
2097,2022,8,28,9,3.88,753.37,22.93,Summer,1881,0.15
2098,2022,8,28,10,3.68,844.32,23.69,Summer,1869,0.2
2099,2022,8,28,11,3.4,898.62,24.3,Summer,2052,0.2
2100,2022,8,28,12,2.52,862.16,24.89,Summer,1884,0.2
2101,2022,8,28,13,2.26,768.52,25.31,Summer,1875,0.2
2102,2022,8,28,14,2.42,645.23,25.35,Summer,1887,0.2
2103,2022,8,28,15,2.4,442.66,25.22,Summer,1887,0.15
2104,2022,8,28,16,2.58,212.51,24.57,Summer,1881,0.15
2105,2022,8,28,17,2.54,57.74,23.41,Summer,1771,0.15
2106,2022,8,28,18,1.77,0.0,23.15,Summer,1856,0.2
2107,2022,8,28,19,1.18,0.0,23.2,Summer,1866,0.2
2108,2022,8,28,20,2.21,0.0,22.2,Summer,1694,0.2
2109,2022,8,28,21,3.82,0.0,21.04,Summer,1559,0.15
2110,2022,8,28,22,6.08,0.0,20.22,Summer,1479,0.15
2111,2022,8,28,23,7.12,0.0,19.6,Summer,1384,0.05
2112,2022,8,29,0,7.45,0.0,18.88,Summer,1109,0.05
2113,2022,8,29,1,7.69,0.0,18.43,Summer,1170,0.05
2114,2022,8,29,2,7.82,0.0,18.43,Summer,1164,0.05
2115,2022,8,29,3,7.37,0.0,18.34,Summer,1139,0.05
2116,2022,8,29,4,6.97,0.0,18.16,Summer,1136,0.05
2117,2022,8,29,5,6.19,15.67,18.23,Summer,1167,0.05
2118,2022,8,29,6,5.01,41.55,18.76,Summer,1173,0.05
2119,2022,8,29,7,4.41,93.26,19.18,Summer,1449,0.15
2120,2022,8,29,8,4.8,150.78,20.23,Summer,1798,0.15
2121,2022,8,29,9,5.4,170.66,21.16,Summer,1881,0.15
2122,2022,8,29,10,5.75,176.12,21.68,Summer,1869,0.2
2123,2022,8,29,11,5.91,194.91,22.05,Summer,2052,0.2
2124,2022,8,29,12,6.02,184.71,22.08,Summer,1884,0.2
2125,2022,8,29,13,6.22,276.22,21.94,Summer,1875,0.2
2126,2022,8,29,14,6.13,177.21,21.66,Summer,1887,0.2
2127,2022,8,29,15,5.56,125.8,21.55,Summer,1887,0.15
2128,2022,8,29,16,4.79,53.05,21.68,Summer,1881,0.15
2129,2022,8,29,17,3.8,22.48,20.9,Summer,1771,0.15
2130,2022,8,29,18,3.4,0.0,20.05,Summer,1856,0.2
2131,2022,8,29,19,3.69,0.0,19.78,Summer,1866,0.2
2132,2022,8,29,20,4.27,0.0,19.46,Summer,1694,0.2
2133,2022,8,29,21,4.67,0.0,19.15,Summer,1559,0.15
2134,2022,8,29,22,4.61,0.0,18.89,Summer,1479,0.15
2135,2022,8,29,23,4.85,0.0,18.63,Summer,1384,0.05
2136,2022,8,30,0,5.75,0.0,18.41,Summer,1109,0.05
2137,2022,8,30,1,5.41,0.0,18.23,Summer,1170,0.05
2138,2022,8,30,2,4.83,0.0,18.19,Summer,1164,0.05
2139,2022,8,30,3,4.5,0.0,17.96,Summer,1139,0.05
2140,2022,8,30,4,4.71,0.0,17.81,Summer,1136,0.05
2141,2022,8,30,5,5.3,15.45,17.9,Summer,1167,0.05
2142,2022,8,30,6,5.27,43.38,18.26,Summer,1173,0.05
2143,2022,8,30,7,5.66,66.67,18.55,Summer,1449,0.15
2144,2022,8,30,8,5.95,74.57,19.06,Summer,1798,0.15
2145,2022,8,30,9,6.15,160.55,19.83,Summer,1881,0.15
2146,2022,8,30,10,6.19,160.14,20.62,Summer,1869,0.2
2147,2022,8,30,11,5.85,136.45,21.08,Summer,2052,0.2
2148,2022,8,30,12,5.04,182.15,21.35,Summer,1884,0.2
2149,2022,8,30,13,4.04,106.62,21.53,Summer,1875,0.2
2150,2022,8,30,14,3.71,98.2,21.51,Summer,1887,0.2
2151,2022,8,30,15,3.54,80.69,21.5,Summer,1887,0.15
2152,2022,8,30,16,3.95,36.76,21.29,Summer,1881,0.15
2153,2022,8,30,17,4.56,23.48,20.75,Summer,1771,0.15
2154,2022,8,30,18,5.03,0.0,20.18,Summer,1856,0.2
2155,2022,8,30,19,5.33,0.0,20.06,Summer,1866,0.2
2156,2022,8,30,20,5.56,0.0,19.87,Summer,1694,0.2
2157,2022,8,30,21,5.62,0.0,19.66,Summer,1559,0.15
2158,2022,8,30,22,5.41,0.0,19.38,Summer,1479,0.15
2159,2022,8,30,23,5.25,0.0,19.11,Summer,1384,0.05
2160,2022,8,31,0,5.18,0.0,18.91,Summer,1109,0.05
2161,2022,8,31,1,5.12,0.0,18.79,Summer,1170,0.05
2162,2022,8,31,2,5.2,0.0,18.77,Summer,1164,0.05
2163,2022,8,31,3,5.3,0.0,18.7,Summer,1139,0.05
2164,2022,8,31,4,5.39,0.0,18.55,Summer,1136,0.05
2165,2022,8,31,5,5.46,26.27,18.83,Summer,1167,0.05
2166,2022,8,31,6,4.92,134.47,19.96,Summer,1173,0.05
2167,2022,8,31,7,4.54,275.31,21.17,Summer,1449,0.15
2168,2022,8,31,8,3.98,447.76,22.54,Summer,1798,0.15
2169,2022,8,31,9,3.36,498.91,23.73,Summer,1881,0.15
2170,2022,8,31,10,2.91,610.09,24.61,Summer,1869,0.2
2171,2022,8,31,11,2.46,654.62,25.19,Summer,2052,0.2
2172,2022,8,31,12,2.14,644.36,25.49,Summer,1884,0.2
2173,2022,8,31,13,2.11,492.86,25.62,Summer,1875,0.2
2174,2022,8,31,14,2.19,475.17,25.51,Summer,1887,0.2
2175,2022,8,31,15,2.37,339.43,25.18,Summer,1887,0.15
2176,2022,8,31,16,2.48,189.19,24.65,Summer,1881,0.15
2177,2022,8,31,17,2.5,47.74,23.65,Summer,1771,0.15
2178,2022,8,31,18,2.47,0.0,22.58,Summer,1856,0.2
2179,2022,8,31,19,2.43,0.0,22.23,Summer,1866,0.2
2180,2022,8,31,20,2.4,0.0,21.88,Summer,1694,0.2
2181,2022,8,31,21,2.33,0.0,21.53,Summer,1559,0.15
2182,2022,8,31,22,2.45,0.0,21.07,Summer,1479,0.15
2183,2022,8,31,23,2.77,0.0,20.48,Summer,1384,0.05
2184,2022,9,1,0,3.08,0.0,19.76,Autumn,851,0.05
2185,2022,9,1,1,3.41,0.0,19.38,Autumn,901,0.05
2186,2022,9,1,2,3.73,0.0,19.07,Autumn,895,0.05
2187,2022,9,1,3,3.86,0.0,18.77,Autumn,868,0.05
2188,2022,9,1,4,3.83,0.0,18.5,Autumn,884,0.05
2189,2022,9,1,5,3.57,25.31,18.79,Autumn,884,0.05
2190,2022,9,1,6,2.89,179.8,19.9,Autumn,952,0.05
2191,2022,9,1,7,1.94,246.41,21.06,Autumn,1065,0.15
2192,2022,9,1,8,2.1,562.4,23.41,Autumn,1256,0.15
2193,2022,9,1,9,2.77,707.08,24.91,Autumn,1348,0.15
2194,2022,9,1,10,2.92,791.66,25.9,Autumn,1367,0.2
2195,2022,9,1,11,2.78,866.02,26.62,Autumn,1488,0.25
2196,2022,9,1,12,2.48,836.48,27.0,Autumn,1360,0.25
2197,2022,9,1,13,2.2,738.07,27.3,Autumn,1367,0.2
2198,2022,9,1,14,2.15,633.72,27.51,Autumn,1363,0.2
2199,2022,9,1,15,2.3,453.73,27.7,Autumn,1358,0.15
2200,2022,9,1,16,2.56,243.05,27.48,Autumn,1363,0.15
2201,2022,9,1,17,3.16,50.02,25.58,Autumn,1262,0.15
2202,2022,9,1,18,4.2,0.0,23.69,Autumn,1360,0.2
2203,2022,9,1,19,4.97,0.0,22.72,Autumn,1365,0.2
2204,2022,9,1,20,5.25,0.0,21.71,Autumn,1270,0.25
2205,2022,9,1,21,5.06,0.0,20.77,Autumn,1168,0.15
2206,2022,9,1,22,4.39,0.0,20.18,Autumn,1134,0.15
2207,2022,9,1,23,3.5,0.0,19.7,Autumn,1048,0.05
2208,2022,9,2,0,3.26,0.0,19.33,Autumn,851,0.05
2209,2022,9,2,1,4.1,0.0,19.04,Autumn,901,0.05
2210,2022,9,2,2,5.5,0.0,18.73,Autumn,895,0.05
2211,2022,9,2,3,6.64,0.0,18.49,Autumn,868,0.05
2212,2022,9,2,4,7.17,0.0,18.23,Autumn,884,0.05
2213,2022,9,2,5,7.23,36.02,18.37,Autumn,884,0.05
2214,2022,9,2,6,6.31,203.57,19.48,Autumn,952,0.05
2215,2022,9,2,7,5.22,409.79,20.95,Autumn,1065,0.15
2216,2022,9,2,8,6.08,598.95,23.37,Autumn,1256,0.15
2217,2022,9,2,9,6.89,742.26,24.98,Autumn,1348,0.15
2218,2022,9,2,10,7.33,796.64,25.83,Autumn,1367,0.2
2219,2022,9,2,11,7.44,810.95,26.46,Autumn,1488,0.25
2220,2022,9,2,12,7.34,783.46,26.7,Autumn,1360,0.25
2221,2022,9,2,13,7.31,692.51,26.93,Autumn,1367,0.2
2222,2022,9,2,14,7.18,582.39,26.87,Autumn,1363,0.2
