YEAR,MO,DY,HR,WS10M,T2M,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,WS50M
2022,8,7,11,4.92,29.76,836.92,563.46,6.26
2022,8,7,12,4.83,29.94,820.85,457.21,6.18
2022,8,7,13,4.88,30.06,747.17,200.27,6.27
2022,8,7,14,4.73,29.72,619.3,243.04,6.36
2022,8,7,15,4.25,29.23,458.67,229.8,6.02
2022,8,7,16,3.93,28.73,276.98,118.73,5.81
2022,8,7,17,4.13,28.15,106.7,35.35,6.47
2022,8,7,18,4.96,27.46,8.25,7.2,7.64
2022,8,7,19,5.64,27.08,0,0,8.11
2022,8,7,20,5.72,26.72,0,0,7.99
2022,8,7,21,5.62,26.48,0,0,7.81
2022,8,7,22,5.5,26.41,0,0,7.71
2022,8,7,23,5.29,26.39,0,0,7.58
2022,8,8,0,5.33,26.41,0,0,7.67
2022,8,8,1,5.69,26.44,0,0,8.03
2022,8,8,2,5.88,26.4,0,0,8.25
2022,8,8,3,5.84,26.3,0,0,8.27
2022,8,8,4,5.84,26.23,0,0,8.4
2022,8,8,5,6.45,26.58,61.08,10.13,8.41
2022,8,8,6,6.61,27.08,203.5,39.42,8.5
2022,8,8,7,7.05,27.26,374.38,99.16,9.01
2022,8,8,8,6.96,27.4,549.1,136.49,8.5
2022,8,8,9,7.65,27.69,692.48,49.5,9.45
2022,8,8,10,8.22,27.94,789.98,108.21,10.23
2022,8,8,11,8.4,28.16,830.9,79.48,10.43
2022,8,8,12,8.12,28.23,808.8,117.09,10.05
2022,8,8,13,7.45,28.14,726.27,133.57,9.23
2022,8,8,14,6.57,27.94,592.52,104.53,8.16
2022,8,8,15,5.64,27.76,425.1,91.09,7.14
2022,8,8,16,4.9,27.54,245.7,42.77,6.55
2022,8,8,17,4.4,27.29,89.35,14.46,6.33
2022,8,8,18,4.3,26.98,6.8,6.08,6.56
2022,8,8,19,4.78,26.87,0,0,7.2
2022,8,8,20,5.67,26.86,0,0,8.13
2022,8,8,21,6.22,26.83,0,0,8.71
2022,8,8,22,6.27,26.78,0,0,8.66
2022,8,8,23,6.09,26.73,0,0,8.52
2022,8,9,0,6.41,26.72,0,0,8.85
2022,8,9,1,7.48,26.69,0,0,10.05
2022,8,9,2,8.02,26.68,0,0,10.65
2022,8,9,3,7.71,26.73,0,0,10.37
2022,8,9,4,6.51,26.7,0,0,9.05
2022,8,9,5,5.62,26.82,46.52,25.23,7.63
2022,8,9,6,5.35,27.26,168.17,46.99,6.79
2022,8,9,7,5.52,27.8,330.08,93.96,7.02
2022,8,9,8,5.44,28.26,504.62,71.59,6.83
2022,8,9,9,5.52,28.76,674.38,81.54,6.94
2022,8,9,10,6.04,29.12,765.02,140.52,7.59
2022,8,9,11,6.69,28.8,821.27,96.63,8.38
2022,8,9,12,7.01,28.1,798.75,113.95,8.75
2022,8,9,13,7.24,27.69,723.33,125.41,9.04
2022,8,9,14,7.15,27.48,583.3,98.18,8.89
2022,8,9,15,5.96,27.35,395.05,47.26,7.38
2022,8,9,16,4.35,27.11,218.58,39.61,5.53
2022,8,9,17,3,26.49,77.75,15.69,3.93
2022,8,9,18,2.73,25.4,5.7,5.83,3.61
2022,8,9,19,2.89,24.48,0,0,3.67
2022,8,9,20,2.64,23.94,0,0,3.41
2022,8,9,21,2.65,23.6,0,0,3.5
2022,8,9,22,3.27,23.26,0,0,4.31
2022,8,9,23,5.12,22.62,0,0,6.53
2022,8,10,0,5.12,22.08,0,0,6.57
2022,8,10,1,4.85,21.73,0,0,6.42
2022,8,10,2,4.48,21.62,0,0,5.92
2022,8,10,3,4.52,21.65,0,0,5.93
2022,8,10,4,6.12,21.65,0,0,7.77
2022,8,10,5,6.32,21.69,45.25,32.08,7.98
2022,8,10,6,5.98,22.19,162.65,141.56,7.15
2022,8,10,7,5.46,23.23,316.08,281.01,6.31
2022,8,10,8,4.37,24.62,468.98,392.61,4.94
2022,8,10,9,2.86,25.84,607.95,514.02,3.18
2022,8,10,10,1.61,26.83,701.7,544.41,1.76
2022,8,10,11,1.27,27.41,901.02,716.66,1.32
2022,8,10,12,2,27.51,873.3,614.09,2.05
2022,8,10,13,2.65,27.15,790.55,568.28,2.75
2022,8,10,14,2.92,26.4,656.23,423.29,3.12
2022,8,10,15,2.72,25.46,485.27,289.48,3.08
2022,8,10,16,2.18,24.61,291.38,163.38,2.65
2022,8,10,17,1.74,23.86,107.95,57.65,2.09
2022,8,10,18,1.24,23.26,6.77,7.84,1.59
2022,8,10,19,0.79,22.97,0,0,1.04
2022,8,10,20,0.77,22.83,0,0,0.98
2022,8,10,21,1.07,22.65,0,0,1.46
2022,8,10,22,1.31,22.58,0,0,1.9
2022,8,10,23,1.29,22.55,0,0,1.99
2022,8,11,0,1.08,22.45,0,0,1.55
2022,8,11,1,0.94,22.24,0,0,1.34
2022,8,11,2,1.37,22.22,0,0,2.11
2022,8,11,3,2,22.26,0,0,3.2
2022,8,11,4,2.43,22.21,0,0,3.91
2022,8,11,5,2.66,22.3,40.35,21.83,3.96
2022,8,11,6,2.52,22.51,146.88,48.23,3.15
2022,8,11,7,1.8,23.19,313.3,165.1,2.29
2022,8,11,8,1.37,24.28,481.42,171.66,1.74
2022,8,11,9,1.27,24.75,633.15,201.51,1.45
2022,8,11,10,1.9,24.95,748.5,203.39,2.05
2022,8,11,11,2.68,25.38,890.92,369.54,2.89
2022,8,11,12,3.14,25.97,868.85,603.84,3.38
2022,8,11,13,3.29,26.47,790.85,652.91,3.57
2022,8,11,14,3.22,26.77,662,421.58,3.52
2022,8,11,15,3.07,26.78,493.88,284.76,3.39
2022,8,11,16,2.83,26.46,304.02,146.87,3.24
2022,8,11,17,2.41,25.75,116.8,54.08,3.06
2022,8,11,18,2.02,24.26,6.88,8.98,3.17
2022,8,11,19,2.16,23.58,0,0,3.3
2022,8,11,20,2.19,23.16,0,0,3.3
2022,8,11,21,2.23,22.8,0,0,3.3
2022,8,11,22,2.2,22.51,0,0,3.2
2022,8,11,23,1.96,22.36,0,0,2.74
2022,8,12,0,1.78,22.22,0,0,2.42
2022,8,12,1,1.75,22.03,0,0,2.37
2022,8,12,2,1.83,21.83,0,0,2.46
2022,8,12,3,1.81,21.64,0,0,2.42
2022,8,12,4,1.8,21.42,0,0,2.39
2022,8,12,5,1.64,22.1,39.05,22.46,2.28
2022,8,12,6,1.74,23.51,249.98,221.98,2.09
2022,8,12,7,1.85,24.87,447.9,382.04,2.13
2022,8,12,8,1.72,25.94,629.67,612.45,1.89
2022,8,12,9,1.42,26.84,766.17,763.34,1.51
2022,8,12,10,1.11,27.57,870.6,865.69,1.15
2022,8,12,11,0.7,28.04,921.73,909.34,0.71
2022,8,12,12,0.41,28.67,896.02,883.22,0.32
2022,8,12,13,1.39,28.98,817.5,813.45,1.47
2022,8,12,14,1.79,28.85,675.5,669.88,1.96
2022,8,12,15,1.5,28.63,501.23,455.4,1.61
2022,8,12,16,1.44,28.18,303.02,276.65,1.68
2022,8,12,17,1.62,27.37,112.95,92.02,2.12
2022,8,12,18,1.73,25.8,6.12,8.72,2.59
2022,8,12,19,1.68,25.15,0,0,2.39
2022,8,12,20,1.2,25.04,0,0,1.63
2022,8,12,21,0.63,25.2,0,0,0.79
2022,8,12,22,0.98,24.48,0,0,1.29
2022,8,12,23,1.28,23.76,0,0,1.71
2022,8,13,0,1.04,23.56,0,0,1.36
2022,8,13,1,1.17,23.15,0,0,1.54
2022,8,13,2,1.78,22.55,0,0,2.46
2022,8,13,3,2.24,22.2,0,0,3.31
2022,8,13,4,2.44,22.18,0,0,3.83
2022,8,13,5,2.55,23.01,42.67,18.36,3.73
2022,8,13,6,2.56,23.65,152.62,62.66,2.88
2022,8,13,7,2.19,24.56,290.88,77.98,2.47
2022,8,13,8,2.13,25.71,440.15,42.36,2.4
2022,8,13,9,2.71,26.51,563.83,47.55,3.15
2022,8,13,10,3.82,27.08,646.48,41.35,4.72
2022,8,13,11,4.09,27.58,691.73,58.37,5.21
2022,8,13,12,4.12,27.94,679,77.3,5.18
2022,8,13,13,4.54,27.88,621.2,95.95,5.68
2022,8,13,14,4.67,27.57,501.67,178.48,5.87
2022,8,13,15,4.75,27.31,350.35,211.83,6.01
2022,8,13,16,3.9,26.86,193.25,121.95,5.25
2022,8,13,17,2.53,26.39,66.2,35.74,3.93
2022,8,13,18,1.72,25.48,3.88,4.85,3.12
2022,8,13,19,1.8,25.14,0,0,3.09
2022,8,13,20,1.97,24.84,0,0,3.21
2022,8,13,21,1.98,24.56,0,0,3.06
2022,8,13,22,1.98,24.44,0,0,3.01
2022,8,13,23,1.75,24.55,0,0,2.59
2022,8,14,0,1.24,24.75,0,0,1.77
2022,8,14,1,0.62,25.01,0,0,0.85
2022,8,14,2,0.35,24.96,0,0,0.4
2022,8,14,3,1.1,24.45,0,0,1.46
2022,8,14,4,1.77,23.99,0,0,2.49
2022,8,14,5,2.07,24.69,43.2,44.25,2.99
2022,8,14,6,2.4,25.73,167.62,120.99,2.69
2022,8,14,7,1.88,26.81,330.95,194.76,2.22
2022,8,14,8,1.42,27.8,499.02,305.16,1.71
2022,8,14,9,1.65,28.3,646.45,507.26,2.01
2022,8,14,10,2.04,28.32,744.17,606.5,2.47
2022,8,14,11,2.42,28.65,843.65,645.42,2.94
2022,8,14,12,2.89,28.9,812.3,546.34,3.5
2022,8,14,13,3.03,28.85,723.48,333.27,3.69
2022,8,14,14,2.8,28.65,578.1,216.63,3.44
2022,8,14,15,2.79,28.45,399.27,144.92,3.56
2022,8,14,16,2.34,28.23,219.38,74.89,3.22
2022,8,14,17,1.93,27.65,71.83,25.74,2.93
2022,8,14,18,1.79,26.74,3.83,5.25,3.2
2022,8,14,19,2.07,26.3,0,0,3.95
2022,8,14,20,2.84,26.03,0,0,5.27
2022,8,14,21,3.74,25.9,0,0,6.42
2022,8,14,22,4.31,25.83,0,0,6.94
2022,8,14,23,4.8,25.9,0,0,7.47
2022,8,15,0,5.42,26.01,0,0,8.07
2022,8,15,1,6.13,26,0,0,8.72
2022,8,15,2,7.23,25.94,0,0,9.93
2022,8,15,3,7.34,25.83,0,0,10.19
2022,8,15,4,8.46,25.9,0,0,11.71
2022,8,15,5,8.92,26.09,53.42,25.61,11.89
2022,8,15,6,9.4,26.44,202.67,92.72,12.18
2022,8,15,7,9.77,26.83,375.12,176.85,12.58
2022,8,15,8,10.3,27.26,495.33,264.65,13.16
2022,8,15,9,10.26,27.61,645.1,308.12,12.88
2022,8,15,10,10.62,27.99,738.48,429.8,13.4
2022,8,15,11,11.3,28.37,794.02,331.48,14.17
2022,8,15,12,11.72,29.02,775.7,294.46,14.7
2022,8,15,13,11.72,29.37,692.12,189.3,14.73
2022,8,15,14,11.23,29.11,557.55,152.9,14.15
2022,8,15,15,10.32,28.29,384.08,57.2,12.93
2022,8,15,16,9.56,27.58,214.1,78.99,12.24
2022,8,15,17,9.48,27.08,70.92,28.29,12.2
2022,8,15,18,9.26,26.74,3.55,4.95,11.93
2022,8,15,19,8.34,26.58,0,0,10.87
2022,8,15,20,7.69,26.51,0,0,10.2
2022,8,15,21,7.1,26.23,0,0,9.46
2022,8,15,22,6.67,25.79,0,0,8.95
2022,8,15,23,6.08,25.23,0,0,8.18
2022,8,16,0,5.07,24.78,0,0,7.27
2022,8,16,1,4.43,24.48,0,0,6.71
2022,8,16,2,3.87,24.08,0,0,6.2
2022,8,16,3,3.38,23.51,0,0,5.73
2022,8,16,4,2.99,22.8,0,0,5.15
2022,8,16,5,3.2,23.17,58.67,54.66,4.56
2022,8,16,6,3.45,23.75,234.1,206.73,3.95
2022,8,16,7,3.28,24.51,432.35,379.66,3.66
2022,8,16,8,3.2,25.55,616.2,560.05,3.52
2022,8,16,9,3.42,26.47,763.65,717.66,3.7
2022,8,16,10,3.93,27.02,860.65,806.77,4.26
2022,8,16,11,4.24,27.31,898.27,831.19,4.6
2022,8,16,12,4.39,27.4,876.33,850.65,4.77
2022,8,16,13,4.39,27.33,795.95,770.19,4.79
2022,8,16,14,4.27,27.1,663.3,648.27,4.7
2022,8,16,15,4.17,26.76,490.33,490.16,4.65
2022,8,16,16,3.85,26.23,294.42,295.44,4.49
2022,8,16,17,2.93,25.45,104.35,104.23,3.91
2022,8,16,18,2.05,24.16,4.05,7.2,3.16
2022,8,16,19,1.96,23.73,0,0,2.86
2022,8,16,20,2.08,23.35,0,0,3.06
2022,8,16,21,2.16,22.98,0,0,3.18
2022,8,16,22,2.21,22.65,0,0,3.27
2022,8,16,23,2.21,22.28,0,0,3.25
2022,8,17,0,2.23,21.98,0,0,3.28
2022,8,17,1,2.28,21.64,0,0,3.38
2022,8,17,2,2.34,21.37,0,0,3.45
2022,8,17,3,2.33,21.18,0,0,3.43
2022,8,17,4,2.28,21.08,0,0,3.32
2022,8,17,5,2.08,22.15,55.8,55.55,3.01
2022,8,17,6,1.99,23.53,228,174.81,2.18
2022,8,17,7,1.47,24.9,427.2,344.45,1.69
2022,8,17,8,1.67,26.15,611.48,489.2,1.94
2022,8,17,9,2.12,26.98,761,529.16,2.45
2022,8,17,10,2.4,27.64,852.73,827.23,2.76
2022,8,17,11,2.35,28.02,889.33,828.1,2.69
2022,8,17,12,2.27,28.23,868.1,804.74,2.55
2022,8,17,13,2.54,28.2,787.3,754.46,2.75
2022,8,17,14,3,27.94,653.73,623.62,3.21
2022,8,17,15,3.33,27.48,479.25,468.53,3.64
2022,8,17,16,3.29,26.85,282.15,271.18,3.94
2022,8,17,17,3.03,25.87,95.58,85.77,4.05
2022,8,17,18,2.45,24.45,3.35,6.93,3.97
2022,8,17,19,2.12,24,0,0,3.3
2022,8,17,20,1.73,23.73,0,0,2.51
2022,8,17,21,1.52,23.45,0,0,2.1
2022,8,17,22,1.16,23.26,0,0,1.54
2022,8,17,23,0.71,23.33,0,0,0.9
2022,8,18,0,0.61,23.15,0,0,0.76
2022,8,18,1,0.69,22.88,0,0,0.87
2022,8,18,2,0.91,22.52,0,0,1.15
2022,8,18,3,1.23,21.94,0,0,1.61
2022,8,18,4,1.5,21.68,0,0,1.98
2022,8,18,5,1.55,22.23,54.17,53.97,2.15
2022,8,18,6,1.82,23.7,225.33,212.46,2.06
2022,8,18,7,1.84,24.69,420.67,405.6,1.96
2022,8,18,8,1.85,25.37,602.55,579.71,1.96
2022,8,18,9,2.08,25.94,748.35,691.3,2.23
2022,8,18,10,2.32,26.12,843.55,752.73,2.52
2022,8,18,11,2.52,26.23,869.65,753.8,2.79
2022,8,18,12,2.6,26.37,845.12,726.12,2.89
2022,8,18,13,2.75,26.94,762.15,460.78,3.03
2022,8,18,14,2.8,26.69,626.9,473.73,3.18
2022,8,18,15,2.6,26.17,452.48,246.52,3.31
2022,8,18,16,2.08,25.76,259.27,141.55,2.58
2022,8,18,17,1.37,25.09,90.5,52.43,1.93
2022,8,18,18,1.13,24.43,0,0,1.62
2022,8,18,19,1.02,24.23,0,0,1.38
2022,8,18,20,1.04,23.97,0,0,1.39
2022,8,18,21,0.74,23.89,0,0,1
2022,8,18,22,0.38,23.74,0,0,0.49
2022,8,18,23,0.79,23.32,0,0,0.98
2022,8,19,0,1.51,22.7,0,0,1.97
2022,8,19,1,2.3,21.98,0,0,3.26
2022,8,19,2,2.7,21.54,0,0,4.07
2022,8,19,3,2.79,21.23,0,0,4.27
2022,8,19,4,2.81,21.3,0,0,4.45
2022,8,19,5,3.62,21.97,38.8,23.15,5.5
2022,8,19,6,4.81,22.86,159.1,99.61,5.67
2022,8,19,7,5.24,24.03,313.55,203.15,6.17
2022,8,19,8,6.35,25.06,487.73,264.48,7.53
2022,8,19,9,6.67,25.69,650.83,185.8,7.87
2022,8,19,10,6.6,26.05,767.8,164.41,7.88
2022,8,19,11,6.57,26.35,816.52,166.62,8.01
2022,8,19,12,6.28,26.58,784.48,135.6,7.87
2022,8,19,13,6.42,26.83,704.52,97.02,8.1
2022,8,19,14,7.38,27.19,568.12,95.45,9.3
2022,8,19,15,8.41,27.57,389.73,48.07,10.59
2022,8,19,16,8.51,27.48,207.62,87.54,10.89
2022,8,19,17,8.04,27.18,66.17,13.9,10.65
2022,8,19,18,7.32,26.87,0,0,9.89
2022,8,19,19,6.65,26.73,0,0,9.19
2022,8,19,20,5.94,26.61,0,0,8.45
2022,8,19,21,5.61,26.48,0,0,8.16
2022,8,19,22,4.84,26.21,0,0,7.37
2022,8,19,23,4,25.84,0,0,6.7
2022,8,20,0,3.48,25.4,0,0,6.12
2022,8,20,1,3.29,25,0,0,5.71
2022,8,20,2,2.79,24.4,0,0,4.82
2022,8,20,3,2.45,23.87,0,0,3.92
2022,8,20,4,2.21,23.5,0,0,3.36
2022,8,20,5,2.23,24.12,42.7,44.68,3.14
2022,8,20,6,2.61,24.94,197.15,198.23,2.9
2022,8,20,7,2.49,25.95,394.83,386.44,2.74
2022,8,20,8,2.14,27.06,581.6,527.98,2.36
2022,8,20,9,1.7,28,736.48,619.61,1.96
2022,8,20,10,2.05,28.67,839.1,734.17,2.36
2022,8,20,11,2.37,29.18,893.7,839.66,2.73
2022,8,20,12,2.4,29.51,873.88,856.78,2.75
2022,8,20,13,2.14,29.76,793.33,773.23,2.46
2022,8,20,14,1.87,29.89,659.25,656.83,2.13
2022,8,20,15,1.53,29.87,464.98,470.06,1.76
2022,8,20,16,1.21,29.76,281.33,285.34,1.51
2022,8,20,17,0.94,28.93,96.83,95.02,1.29
2022,8,20,18,0.83,27.38,0,0,1.28
2022,8,20,19,0.94,26.71,0,0,1.57
2022,8,20,20,1.42,26,0,0,2.53
2022,8,20,21,2.26,25.05,0,0,3.6
2022,8,20,22,2.8,24.28,0,0,4.1
2022,8,20,23,2.86,23.78,0,0,4.26
2022,8,21,0,2.94,23.53,0,0,4.63
2022,8,21,1,3.11,23.35,0,0,5.17
2022,8,21,2,3.2,23.22,0,0,5.45
2022,8,21,3,3.41,23.15,0,0,5.74
2022,8,21,4,3.42,23.06,0,0,5.61
2022,8,21,5,3.78,23.51,42.35,42.33,5.27
2022,8,21,6,4.15,24.1,190.12,152.42,4.75
2022,8,21,7,4.02,25.08,373.12,291.69,4.53
2022,8,21,8,4.01,26.13,563.42,458.49,4.47
2022,8,21,9,3.87,26.98,718.5,631.21,4.35
2022,8,21,10,3.46,27.56,818.17,725.59,3.95
2022,8,21,11,2.89,28.19,866.08,764.01,3.28
2022,8,21,12,2.31,28.52,842.38,802.85,2.74
2022,8,21,13,1.85,28.53,759.3,684.34,2.26
2022,8,21,14,1.15,28.67,624.75,583.99,1.41
2022,8,21,15,0.49,28.93,450.98,435.64,0.56
2022,8,21,16,0.38,29.01,257.67,249.14,0.35
2022,8,21,17,0.56,28.38,83.9,76.3,0.67
2022,8,21,18,0.89,27.24,0,0,1.26
2022,8,21,19,0.95,26.6,0,0,1.33
2022,8,21,20,1.15,25.92,0,0,1.55
2022,8,21,21,1.57,25.11,0,0,2.16
2022,8,21,22,2.22,24.12,0,0,3.21
2022,8,21,23,2.78,23.41,0,0,4.24
2022,8,22,0,3.02,22.85,0,0,4.77
2022,8,22,1,2.98,22.26,0,0,4.87
2022,8,22,2,3.09,21.72,0,0,4.91
2022,8,22,3,3.22,21.37,0,0,5.04
2022,8,22,4,3.1,21.15,0,0,5.02
2022,8,22,5,3.41,21.85,39.67,39.72,4.81
2022,8,22,6,3.97,23.24,185.08,130.98,4.52
2022,8,22,7,3.18,24.73,363.3,266,3.65
2022,8,22,8,3.12,26.3,539.4,414,3.64
2022,8,22,9,3.61,27.23,689.3,473.04,4.14
2022,8,22,10,3.95,27.36,786.85,524.48,4.56
2022,8,22,11,4.09,27.21,823.1,658.18,4.86
2022,8,22,12,4.34,27.08,803.85,344.23,5.32
2022,8,22,13,4.89,27.18,724.88,299.75,5.93
2022,8,22,14,5.5,27.33,592.62,259.25,6.6
2022,8,22,15,5.94,27.23,421.45,155.62,7.21
2022,8,22,16,5.7,26.71,233.15,69.02,7.22
2022,8,22,17,4.62,25.82,69.35,29.95,6.8
2022,8,22,18,3.56,24.97,0,0,6.12
2022,8,22,19,3.11,24.65,0,0,5.44
2022,8,22,20,2.84,24.42,0,0,4.86
2022,8,22,21,2.68,24.24,0,0,4.54
2022,8,22,22,2.65,24.1,0,0,4.49
2022,8,22,23,2.61,24.05,0,0,4.47
2022,8,23,0,2.54,24.06,0,0,4.35
2022,8,23,1,2.39,24,0,0,4.03
2022,8,23,2,2.28,23.81,0,0,3.73
2022,8,23,3,2.31,23.59,0,0,3.71
2022,8,23,4,2.51,23.32,0,0,4.09
2022,8,23,5,2.97,23.52,36.2,27.09,4.49
2022,8,23,6,3.54,23.81,176.8,99.3,4.23
2022,8,23,7,3.22,23.96,363.7,233.37,3.63
2022,8,23,8,2.86,24.23,542.1,373.92,3.15
2022,8,23,9,2.71,24.66,695.8,564.76,2.93
2022,8,23,10,2.67,25.3,800.55,647.72,2.85
2022,8,23,11,2.95,26.18,897.17,846.95,3.16
2022,8,23,12,3.61,27.07,877.9,803.26,3.91
2022,8,23,13,4.51,27.46,815.4,802.45,4.97
2022,8,23,14,5.29,27.4,667.65,650.76,5.98
2022,8,23,15,5.73,26.9,489.08,472.49,6.81
2022,8,23,16,5.72,25.98,285.6,286.09,7.33
2022,8,23,17,4.85,24.37,92.52,90.71,7.29
2022,8,23,18,4.61,22.73,0,0,7.57
2022,8,23,19,4.65,22.17,0,0,7.49
2022,8,23,20,4.02,21.56,0,0,6.63
2022,8,23,21,3.57,21.15,0,0,5.96
2022,8,23,22,3.51,20.91,0,0,5.92
2022,8,23,23,3.9,20.69,0,0,6.44
2022,8,24,0,4.49,20.57,0,0,7.05
2022,8,24,1,4.81,20.39,0,0,7.2
2022,8,24,2,4.77,20.25,0,0,6.9
2022,8,24,3,4.53,20.13,0,0,6.54
2022,8,24,4,4.18,20.03,0,0,6.23
2022,8,24,5,4.26,20.36,38.4,28.78,5.9
2022,8,24,6,4.66,21.23,181.58,123.55,5.58
2022,8,24,7,4.93,22.46,360.2,254.54,5.76
2022,8,24,8,5.14,23.65,518.65,379.41,6.06
2022,8,24,9,5.3,24.66,660.95,464.31,6.2
2022,8,24,10,5.02,25.4,756.85,504.78,5.8
2022,8,24,11,4.51,25.92,860.98,515.3,5.13
2022,8,24,12,3.99,26.19,825.1,514.11,4.5
2022,8,24,13,3.47,26.2,730.45,457.51,3.89
2022,8,24,14,2.97,26.03,597.02,444.73,3.32
2022,8,24,15,2.58,25.69,418.33,350.01,2.89
2022,8,24,16,2.43,25.17,224.17,164.65,2.93
2022,8,24,17,2.33,24.35,66.17,54.48,3.15
2022,8,24,18,2.22,23.26,0,0,3.36
2022,8,24,19,2.43,22.83,0,0,3.72
2022,8,24,20,2.69,22.33,0,0,4.22
2022,8,24,21,2.88,21.71,0,0,4.62
2022,8,24,22,2.97,21.07,0,0,4.89
2022,8,24,23,2.92,20.51,0,0,4.87
2022,8,25,0,2.85,20.14,0,0,4.77
2022,8,25,1,2.75,19.8,0,0,4.61
2022,8,25,2,2.63,19.52,0,0,4.35
2022,8,25,3,2.52,19.26,0,0,4.08
2022,8,25,4,2.37,19.02,0,0,3.7
2022,8,25,5,2.11,19.72,32.48,16.2,3.05
2022,8,25,6,1.66,21,160.12,55.23,1.7
2022,8,25,7,0.57,22.98,345.52,119.03,0.77
2022,8,25,8,1.43,23.96,526.83,160.73,1.62
2022,8,25,9,2.11,24.43,667.83,169.74,2.34
2022,8,25,10,2.95,24.7,758.23,218.84,3.28
2022,8,25,11,4.2,24.72,797.02,241.81,4.72
2022,8,25,12,4.78,24.37,780.45,213.02,5.44
2022,8,25,13,4.69,23.98,698.83,204.66,5.34
2022,8,25,14,4.37,23.53,567.17,222.12,5.07
2022,8,25,15,4.17,23.24,398.75,127.05,4.96
2022,8,25,16,3.83,23.02,216.15,72.61,4.69
2022,8,25,17,3.28,22.35,60.95,26.12,4.84
2022,8,25,18,3.1,21.38,0,0,5.26
2022,8,25,19,3.1,21.29,0,0,5.29
2022,8,25,20,3.07,21.25,0,0,5.23
2022,8,25,21,3.14,21.12,0,0,5.37
2022,8,25,22,3.39,20.82,0,0,5.8
2022,8,25,23,3.47,20.51,0,0,5.91
2022,8,26,0,3.23,20.26,0,0,5.3
2022,8,26,1,3.06,20.11,0,0,4.8
2022,8,26,2,2.86,20.12,0,0,4.36
2022,8,26,3,2.54,20.26,0,0,3.74
2022,8,26,4,2.26,20.49,0,0,3.23
2022,8,26,5,1.82,21.23,44,44.66,2.62
2022,8,26,6,2.03,22.88,219.27,196.05,2.58
2022,8,26,7,2.26,23.65,419.35,387.48,2.6
2022,8,26,8,2.31,24.18,603.3,545.13,2.52
2022,8,26,9,2.61,24.62,750,672.71,2.82
2022,8,26,10,3.02,24.83,845.98,769.36,3.27
2022,8,26,11,3.42,25.26,843.92,779.95,3.72
2022,8,26,12,3.69,25.55,819.98,791.74,4.04
2022,8,26,13,3.95,25.7,734.25,644.38,4.36
2022,8,26,14,4.26,25.74,593.95,541.06,4.75
2022,8,26,15,4.54,25.48,413.3,265.51,5.17
2022,8,26,16,4.58,24.9,219.62,140.17,5.6
2022,8,26,17,4.01,23.83,57.95,45.39,6.11
2022,8,26,18,3.96,22.8,0,0,6.78
2022,8,26,19,3.86,22.36,0,0,6.66
2022,8,26,20,3.69,21.74,0,0,6.34
2022,8,26,21,3.82,21.62,0,0,6.61
2022,8,26,22,4.03,21.66,0,0,6.98
2022,8,26,23,4.04,21.72,0,0,6.96
2022,8,27,0,4.38,21.5,0,0,7.34
2022,8,27,1,5.57,20.73,0,0,8.41
2022,8,27,2,6.42,19.33,0,0,9.01
2022,8,27,3,5.86,18.11,0,0,8.44
2022,8,27,4,5.45,17.25,0,0,8.21
2022,8,27,5,5.42,16.75,43.62,43.34,7.97
2022,8,27,6,5.85,17.73,228.75,224.63,7.26
2022,8,27,7,6.17,19.09,440.85,445.31,7.41
2022,8,27,8,6.34,20.28,645.58,647.75,7.41
2022,8,27,9,6.22,21.23,801.12,798.69,7.2
2022,8,27,10,5.99,22.01,893.25,884.42,6.88
2022,8,27,11,5.87,22.63,932.75,923.38,6.73
2022,8,27,12,5.87,23.13,897.73,890.81,6.71
2022,8,27,13,5.79,23.4,809.2,802.97,6.63
2022,8,27,14,5.7,23.41,667.25,667.95,6.55
2022,8,27,15,5.66,23.08,484.77,489.51,6.62
2022,8,27,16,5.29,22.31,277.88,284.29,6.64
2022,8,27,17,4.34,20.7,77.67,78.23,6.8
2022,8,27,18,4.19,18.89,0,0,7.04
2022,8,27,19,4.09,18.33,0,0,6.82
2022,8,27,20,3.92,17.97,0,0,6.44
2022,8,27,21,3.71,17.79,0,0,5.92
2022,8,27,22,3.47,17.63,0,0,5.32
2022,8,27,23,3.32,17.26,0,0,4.91
2022,8,28,0,3.2,16.9,0,0,4.62
2022,8,28,1,3.16,16.52,0,0,4.52
2022,8,28,2,3.1,16.19,0,0,4.41
2022,8,28,3,3.01,15.86,0,0,4.23
2022,8,28,4,2.8,15.65,0,0,3.87
2022,8,28,5,2.63,16.22,46.38,48.87,3.78
2022,8,28,6,2.97,18.6,232.55,219.84,3.59
2022,8,28,7,3.08,20.13,438.35,411.3,3.46
2022,8,28,8,3.37,21.88,625.58,612.9,3.83
2022,8,28,9,3.43,22.93,772.38,753.37,3.88
2022,8,28,10,3.26,23.69,864.98,844.32,3.68
2022,8,28,11,3.01,24.3,911.62,898.62,3.4
2022,8,28,12,2.2,24.89,881.08,862.16,2.52
2022,8,28,13,1.96,25.31,789.7,768.52,2.26
2022,8,28,14,2.09,25.35,644.73,645.23,2.42
2022,8,28,15,1.93,25.22,457.2,442.66,2.4
2022,8,28,16,1.99,24.57,250.38,212.51,2.58
2022,8,28,17,1.78,23.41,64.27,57.74,2.54
2022,8,28,18,1.31,23.15,0,0,1.77
