YEAR,MO,DY,HR,WS10M,T2M,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,WS50M
2023,3,31,11,2.05,18.26,833.33,827.21,2.12
2023,3,31,12,2.56,18.66,821.12,819.27,2.64
2023,3,31,13,3.01,18.7,737.77,734.55,3.17
2023,3,31,14,3.19,18.44,593.9,595.8,3.47
2023,3,31,15,3.18,17.77,402.8,406.42,3.72
2023,3,31,16,2.96,15.8,193.85,196.99,4.36
2023,3,31,17,3.04,12.07,25.98,29.73,5.04
2023,3,31,18,3.21,10.08,0,0,5.22
2023,3,31,19,3.1,9.3,0,0,4.99
2023,3,31,20,2.87,8.9,0,0,4.52
2023,3,31,21,2.53,8.95,0,0,3.82
2023,3,31,22,1.92,9.53,0,0,2.76
2023,3,31,23,1.29,9.8,0,0,1.77
2023,4,1,0,1.39,9.18,0,0,1.89
2023,4,1,1,1.95,8.05,0,0,2.76
2023,4,1,2,2.32,7.1,0,0,3.4
2023,4,1,3,2.45,6.44,0,0,3.6
2023,4,1,4,2.57,5.9,0,0,3.68
2023,4,1,5,2.87,5.49,8.33,11.87,4.09
2023,4,1,6,3.13,7.8,99.42,104.47,4.49
2023,4,1,7,3.46,10.05,303.52,309.77,3.94
2023,4,1,8,2.77,12.75,516.5,507.08,3.22
2023,4,1,9,2.73,16.46,672,661.16,3.24
2023,4,1,10,2.61,18.9,670.88,669.68,3.12
2023,4,1,11,2.22,20.52,793.35,753.41,2.69
2023,4,1,12,1.62,21.49,729.52,727.96,1.95
2023,4,1,13,1.04,21.88,686.92,662.55,1.16
2023,4,1,14,0.94,21.83,545.45,530.29,0.83
2023,4,1,15,1.33,21.42,256.58,263.02,1.4
2023,4,1,16,1.79,20.05,107.73,112.05,2.46
2023,4,1,17,2.58,16.72,0.01,3.89,3.89
2023,4,1,18,3.11,14.63,0,0,4.78
2023,4,1,19,3.22,13.48,0,0,5.09
2023,4,1,20,3.01,12.38,0,0,4.8
2023,4,1,21,3.11,11.41,0,0,5.14
2023,4,1,22,4.26,10.35,0,0,7.82
2023,4,1,23,5.13,9.41,0,0,9.08
2023,4,2,0,5.19,8.4,0,0,8.63
2023,4,2,1,4.97,7.69,0,0,8.34
2023,4,2,2,4.9,7.18,0,0,8.28
2023,4,2,3,4.77,6.71,0,0,8.09
2023,4,2,4,4.63,6.28,0,0,7.86
2023,4,2,5,4.65,6.34,12.2,15.36,7.85
2023,4,2,6,5.67,8.84,134.5,123.74,7.24
2023,4,2,7,5.32,11.15,327.3,331.21,6.32
2023,4,2,8,5.51,14.41,521.88,523.36,6.81
2023,4,2,9,5.62,16.52,686.95,683.78,6.94
2023,4,2,10,5.52,17.98,801.42,798.28,6.82
2023,4,2,11,5.29,19.01,863.35,844.9,6.5
2023,4,2,12,4.94,19.78,842.8,836.16,6.03
2023,4,2,13,4.52,20.29,757.75,756.38,5.51
2023,4,2,14,4.14,20.42,636.27,640.59,5.05
2023,4,2,15,4.12,19.92,440.08,446.08,5.27
2023,4,2,16,3.51,18.24,220.2,224.63,5.85
2023,4,2,17,3.85,14.76,33.42,37.26,6.9
2023,4,2,18,4.53,12.76,0,0,8.43
2023,4,2,19,5.3,11.95,0,0,10.06
2023,4,2,20,5.75,11.12,0,0,10.5
2023,4,2,21,5.45,10.12,0,0,9.98
2023,4,2,22,4.75,9.05,0,0,8.79
2023,4,2,23,4.38,8.16,0,0,8
2023,4,3,0,4.35,7.47,0,0,7.74
2023,4,3,1,4.38,6.83,0,0,7.56
2023,4,3,2,4.35,6.22,0,0,7.29
2023,4,3,3,4.17,5.63,0,0,6.75
2023,4,3,4,4.16,5.17,0,0,6.6
2023,4,3,5,4.39,5.32,7.65,11.67,7.1
2023,4,3,6,5.41,8.12,78.83,84.34,7.03
2023,4,3,7,4.83,10.41,362.2,355.63,5.38
2023,4,3,8,4.09,13.69,562.85,488.47,5.07
2023,4,3,9,4.52,16.75,725.6,677.98,5.59
2023,4,3,10,4.79,18.19,834.15,798.08,5.91
2023,4,3,11,5.52,19.19,851.48,814.24,6.83
2023,4,3,12,5.33,20.07,828.9,794.78,6.62
2023,4,3,13,5.03,20.69,740.42,728.59,6.24
2023,4,3,14,4.42,21.05,594.8,589.15,5.49
2023,4,3,15,3.84,20.73,407.4,362.57,5.05
2023,4,3,16,3.08,19.2,203.48,177.14,5.11
2023,4,3,17,3.65,15.9,35.5,30.68,6.32
2023,4,3,18,4.55,13.92,0,0,8.4
2023,4,3,19,5.59,12.83,0,0,10.11
2023,4,3,20,5.95,11.97,0,0,10.14
2023,4,3,21,5.34,11.2,0,0,9.38
2023,4,3,22,4.91,10.48,0,0,8.75
2023,4,3,23,4.75,9.88,0,0,8.34
2023,4,4,0,4.7,9.26,0,0,7.92
2023,4,4,1,4.5,8.62,0,0,7.37
2023,4,4,2,4.25,8.15,0,0,6.96
2023,4,4,3,4.06,7.85,0,0,6.81
2023,4,4,4,4.04,7.66,0,0,6.83
2023,4,4,5,4.25,7.79,16.65,16.45,7.06
2023,4,4,6,4.89,9.01,159.23,100.26,6.79
2023,4,4,7,4.24,10.01,356.3,220.8,5.35
2023,4,4,8,3.85,11.35,552.83,321.38,4.91
2023,4,4,9,4.23,13.12,706.05,386.36,5.22
2023,4,4,10,3.99,14.25,803.2,504.47,4.9
2023,4,4,11,3.7,15.11,836.77,319.9,4.53
2023,4,4,12,3.34,15.87,802.6,335.14,4.11
2023,4,4,13,2.86,16.93,702.23,264.19,3.52
2023,4,4,14,2.17,17.28,543.3,167.33,3.01
2023,4,4,15,1.68,16.86,345.62,105.32,2.64
2023,4,4,16,1.53,16.6,144.23,40.91,2.27
2023,4,4,17,1.86,15.04,26.35,16.22,2.77
2023,4,4,18,2.53,13.12,0,0,4.11
2023,4,4,19,3.17,12.34,0,0,5.8
2023,4,4,20,4.58,12.12,0,0,8
2023,4,4,21,5.8,11.98,0,0,9.27
2023,4,4,22,6.68,11.84,0,0,10.05
2023,4,4,23,7.63,11.73,0,0,10.87
2023,4,5,0,8.42,11.79,0,0,11.67
2023,4,5,1,8.72,12.02,0,0,11.98
2023,4,5,2,8.76,12.34,0,0,12.18
2023,4,5,3,8.8,12.55,0,0,12.32
2023,4,5,4,9.09,12.72,0,0,12.68
2023,4,5,5,9.06,12.84,15.62,10.52,12.59
2023,4,5,6,8.72,13.01,127.48,18.81,12.09
2023,4,5,7,7.58,13.34,316.12,59.58,10.27
2023,4,5,8,6.45,13.83,501.45,74.02,8.52
2023,4,5,9,6.15,14.54,664.98,56.99,8.02
2023,4,5,10,7.02,15.23,779.38,110.61,9.25
2023,4,5,11,7.68,15.25,828.48,121.37,10.01
2023,4,5,12,7.51,14.62,810.42,127.24,9.62
2023,4,5,13,6.93,13.51,729.77,122.98,8.72
2023,4,5,14,6.39,12.44,593.55,55.03,7.92
2023,4,5,15,6.74,11.52,416,46.8,8.19
2023,4,5,16,6.23,10.48,216.77,26.27,7.54
2023,4,5,17,5.09,9.71,41.1,19.88,6.22
2023,4,5,18,4.53,9.21,0,0,5.74
2023,4,5,19,4.84,8.98,0,0,6.05
2023,4,5,20,5.45,8.82,0,0,6.71
2023,4,5,21,5.92,8.64,0,0,7.26
2023,4,5,22,6.1,8.53,0,0,7.53
2023,4,5,23,5.83,8.63,0,0,7.28
2023,4,6,0,5.78,8.72,0,0,7.28
2023,4,6,1,5.57,8.69,0,0,7.04
2023,4,6,2,5.07,8.59,0,0,6.35
2023,4,6,3,4.69,8.51,0,0,5.96
2023,4,6,4,4.68,8.44,0,0,5.94
2023,4,6,5,4.86,8.37,17.9,19.23,6.09
2023,4,6,6,4.67,8.44,146.25,23.52,5.6
2023,4,6,7,4.61,8.75,329.15,78.71,5.36
2023,4,6,8,4.55,9.22,521.62,134.74,5.23
2023,4,6,9,4.59,9.64,682.4,163.44,5.31
2023,4,6,10,4.58,10.01,785.88,174.24,5.33
2023,4,6,11,4.5,10.42,815.15,215.27,5.27
2023,4,6,12,5.19,10.78,772.35,213.9,6.1
2023,4,6,13,5.95,10.5,663.88,212.09,7.02
2023,4,6,14,5.77,9.83,530.48,88.62,6.81
2023,4,6,15,4.87,9.31,353.8,104.09,5.72
2023,4,6,16,4.37,8.9,172.62,49.24,5.09
2023,4,6,17,4.56,8.45,34.08,17.37,5.4
2023,4,6,18,4.83,8.08,0,0,5.79
2023,4,6,19,4.67,7.86,0,0,5.69
2023,4,6,20,4.63,7.71,0,0,5.72
2023,4,6,21,4.67,7.62,0,0,5.88
2023,4,6,22,4.55,7.46,0,0,5.94
2023,4,6,23,4.32,7.19,0,0,5.83
2023,4,7,0,4.33,7.02,0,0,5.82
2023,4,7,1,3.73,6.69,0,0,5.2
2023,4,7,2,3.15,6.33,0,0,4.48
2023,4,7,3,2.73,5.87,0,0,3.7
2023,4,7,4,2.35,5.33,0,0,3.06
2023,4,7,5,1.82,5.16,14.33,18.7,2.29
2023,4,7,6,1.31,6.34,153.4,154.16,1.44
2023,4,7,7,1.28,7.86,348.08,348.27,1.32
2023,4,7,8,1.95,10.83,542.27,538.22,2.15
2023,4,7,9,3.05,12.51,733.33,733.8,3.41
2023,4,7,10,4.46,13.27,833.45,832.3,5.11
2023,4,7,11,6.02,13.67,873.92,809.77,7.02
2023,4,7,12,7.41,13.83,863,805.65,8.67
2023,4,7,13,8.34,13.58,787.12,724.59,9.8
2023,4,7,14,9.11,13.02,653.1,616.73,10.76
2023,4,7,15,10.03,12.18,474.92,461.29,11.84
2023,4,7,16,10.41,10.4,267.85,261.43,12.4
2023,4,7,17,9.45,7.74,62.65,61.47,12.07
2023,4,7,18,8.38,5.57,0,0,11.58
2023,4,7,19,7.4,4.58,0,0,10.7
2023,4,7,20,6.43,3.94,0,0,9.88
2023,4,7,21,5.71,3.45,0,0,9.19
2023,4,7,22,5.31,3.19,0,0,8.74
2023,4,7,23,5.19,3.01,0,0,8.62
2023,4,8,0,4.94,2.74,0,0,8.21
2023,4,8,1,4.56,2.35,0,0,7.4
2023,4,8,2,4.36,2.04,0,0,6.81
2023,4,8,3,4.26,1.85,0,0,6.5
2023,4,8,4,4.15,1.77,0,0,6.2
2023,4,8,5,3.8,2.47,32.77,31.58,5.68
2023,4,8,6,4.48,6.26,225.25,214.66,5.74
2023,4,8,7,5.58,8.26,449.8,453.96,6.39
2023,4,8,8,6,9.94,645.98,649,7.05
2023,4,8,9,7.1,11.4,805.88,804.33,8.5
2023,4,8,10,7.73,12.26,911.8,909.27,9.26
2023,4,8,11,7.83,12.83,940.4,932.34,9.34
2023,4,8,12,7.49,13.16,905.85,900.26,8.93
2023,4,8,13,7.33,13.24,821.42,813.97,8.74
2023,4,8,14,7.5,12.97,608.3,612.26,8.91
2023,4,8,15,7.65,12.29,443.65,449.34,9.15
2023,4,8,16,7.33,11.1,216.1,221.59,8.99
2023,4,8,17,5.71,8.54,37.48,39.83,8.49
2023,4,8,18,5.02,6.15,0,0,8.45
2023,4,8,19,4.52,5.27,0,0,7.64
2023,4,8,20,4.05,4.51,0,0,6.51
2023,4,8,21,3.62,3.87,0,0,5.4
2023,4,8,22,3.07,3.57,0,0,4.32
2023,4,8,23,2.42,3.8,0,0,3.27
2023,4,9,0,2.13,3.81,0,0,2.77
2023,4,9,1,2.53,2.97,0,0,3.3
2023,4,9,2,3.07,2.43,0,0,4.33
2023,4,9,3,3.84,2.02,0,0,5.09
2023,4,9,4,3.84,1.4,0,0,5.6
2023,4,9,5,4.09,1.48,25.73,29.01,5.6
2023,4,9,6,4.67,3.19,184.48,177.29,5.09
2023,4,9,7,4.58,5.56,388.42,375.59,4.94
2023,4,9,8,4.69,8.23,583.3,571.02,5.09
2023,4,9,9,5.04,10.84,743.25,733.91,5.7
2023,4,9,10,5.55,12.83,846.73,842.33,6.65
2023,4,9,11,6.36,14.3,906.5,894.6,7.85
2023,4,9,12,7.3,14.99,880.33,869.01,9.05
2023,4,9,13,7.97,15.05,788.75,780.48,9.93
2023,4,9,14,8.12,14.62,662.38,662.47,10.18
2023,4,9,15,7.71,13.86,463.8,471.34,9.79
2023,4,9,16,6.32,12.58,240.15,247.41,8.18
2023,4,9,17,4,9.96,46.45,48.96,6.87
2023,4,9,18,3.92,7.62,0,0,6.88
2023,4,9,19,4.12,6.77,0,0,6.97
2023,4,9,20,4.27,5.97,0,0,7.02
2023,4,9,21,4.34,5.2,0,0,6.98
2023,4,9,22,4.37,4.5,0,0,6.95
2023,4,9,23,4.34,3.98,0,0,6.86
2023,4,10,0,4.33,3.6,0,0,6.78
2023,4,10,1,4.35,3.3,0,0,6.77
2023,4,10,2,4.43,3.45,0,0,7
2023,4,10,3,4.57,3.51,0,0,7.35
2023,4,10,4,4.81,3.22,0,0,7.76
2023,4,10,5,4.91,3.8,20.98,25.03,7.99
2023,4,10,6,6.03,6.31,132.85,110.44,7.52
2023,4,10,7,6.42,8.51,302.92,280.7,7.44
2023,4,10,8,7.37,10.31,486.9,440.25,8.96
2023,4,10,9,8.02,11.35,658.85,631.33,9.91
2023,4,10,10,9.04,13.69,770.6,723.76,11.25
2023,4,10,11,9.41,15.22,839.35,795.4,11.82
2023,4,10,12,9.32,15.82,812.27,732.26,11.76
2023,4,10,13,9.18,15.96,722.2,646.02,11.68
2023,4,10,14,8.89,15.98,577.25,522.49,11.44
2023,4,10,15,8.23,15.48,391.25,346.94,10.74
2023,4,10,16,6.43,14.22,192.65,171.55,8.95
2023,4,10,17,4.52,11.79,39.9,41.52,8.25
2023,4,10,18,4.54,10.07,0,0,8.63
2023,4,10,19,4.72,9.48,0,0,8.7
2023,4,10,20,4.82,8.83,0,0,8.71
2023,4,10,21,4.97,8.31,0,0,8.85
2023,4,10,22,5.35,8.26,0,0,9.27
2023,4,10,23,5.66,8.34,0,0,9.61
2023,4,11,0,6.1,8.46,0,0,10.03
2023,4,11,1,6.61,8.4,0,0,10.43
2023,4,11,2,7.64,8.68,0,0,11.15
2023,4,11,3,8.71,9.05,0,0,11.75
2023,4,11,4,8.84,9.23,0,0,11.7
2023,4,11,5,9.07,9.81,25.8,15.98,12.02
2023,4,11,6,9.68,11.23,157.85,29.48,12.45
2023,4,11,7,11.82,13.74,330.52,84.93,15.76
2023,4,11,8,14,16.04,505.88,99.51,17.92
2023,4,11,9,14.05,16.25,635.55,120.15,17.62
2023,4,11,10,13.58,15.7,670.88,187.48,16.87
2023,4,11,11,12.64,14.62,652.12,157.23,15.46
2023,4,11,12,10.66,13.39,647.92,217.62,12.75
2023,4,11,13,8.3,13.49,611.58,345.09,9.97
2023,4,11,14,7.27,14.54,522.23,327.77,8.93
2023,4,11,15,7.54,15.28,370.85,200.37,9.6
2023,4,11,16,7.46,14.26,197.92,109.64,10.02
2023,4,11,17,6.22,11.58,47.35,33.03,9.55
2023,4,11,18,6.28,10.01,0,0,9.73
2023,4,11,19,6.8,9.08,0,0,9.85
2023,4,11,20,5.65,6.99,0,0,9.21
2023,4,11,21,5.37,5.5,0,0,8.94
2023,4,11,22,4.73,4.3,0,0,7.96
2023,4,11,23,4.31,3.37,0,0,7.09
2023,4,12,0,3.95,2.57,0,0,6.16
2023,4,12,1,3.39,2,0,0,4.93
2023,4,12,2,2.74,1.93,0,0,3.77
2023,4,12,3,2.29,1.99,0,0,3.05
2023,4,12,4,2.16,1.81,0,0,2.84
2023,4,12,5,2.06,2.18,50.35,41.3,2.73
2023,4,12,6,2.16,4.87,259.65,215.12,2.44
2023,4,12,7,2.76,7.51,433.08,438.85,3.3
2023,4,12,8,5.36,10.8,661.12,663.94,6.47
2023,4,12,9,6.63,12,837.12,828.55,8.02
2023,4,12,10,7.84,12.7,938.35,920.01,9.42
2023,4,12,11,8.68,13,960.65,872.84,10.33
2023,4,12,12,8.89,13.15,932.95,882.91,10.56
2023,4,12,13,8.59,13.18,841.48,827.87,10.27
2023,4,12,14,7.91,13.05,514.12,516.29,9.56
2023,4,12,15,6.98,12.59,500.12,466.68,8.56
2023,4,12,16,5.74,11.55,280.33,259.85,7.26
2023,4,12,17,4.06,8.8,69.67,63.04,6.53
2023,4,12,18,3.93,6.08,0,0,6.65
2023,4,12,19,3.8,5.11,0,0,6.28
2023,4,12,20,3.47,4.31,0,0,5.39
2023,4,12,21,3.14,3.7,0,0,4.57
2023,4,12,22,3.27,3.62,0,0,4.87
2023,4,12,23,3.32,4.61,0,0,5.32
2023,4,13,0,3.51,4.58,0,0,5.09
2023,4,13,1,3.01,4.69,0,0,4.4
2023,4,13,2,3.39,4.83,0,0,4.55
2023,4,13,3,3.79,4.33,0,0,5.27
2023,4,13,4,4.08,3.77,0,0,5.94
2023,4,13,5,4.27,3.97,24.92,26.84,5.85
2023,4,13,6,4.45,5.14,140.58,113.7,4.88
2023,4,13,7,3.87,6.96,305.85,225.85,4.06
2023,4,13,8,3.48,10.17,476,344.81,3.88
2023,4,13,9,3.89,13.15,620.15,397.18,4.74
2023,4,13,10,4.21,14.66,719.75,423.13,5.13
2023,4,13,11,5.04,15.88,828.67,663.33,6.16
2023,4,13,12,5.67,16.16,805.77,380.87,6.92
2023,4,13,13,5.6,15.9,716.27,365.18,6.88
2023,4,13,14,4.71,15.53,566.73,399.19,5.79
2023,4,13,15,3.39,14.99,379,281.52,4.16
2023,4,13,16,2.07,14.2,189.17,128.13,2.8
2023,4,13,17,1.52,12.65,43.05,33.66,2.29
2023,4,13,18,1.7,11.64,0,0,2.44
2023,4,13,19,1.49,11.76,0,0,2.12
2023,4,13,20,1.55,11.66,0,0,2.2
2023,4,13,21,2.33,10.54,0,0,3.51
2023,4,13,22,2.82,9.6,0,0,4.49
2023,4,13,23,2.86,9.24,0,0,4.68
2023,4,14,0,2.81,8.8,0,0,4.55
2023,4,14,1,2.64,8.48,0,0,4.05
2023,4,14,2,2.49,8.4,0,0,3.68
2023,4,14,3,2.5,8.32,0,0,3.68
2023,4,14,4,2.72,8.15,0,0,4.05
2023,4,14,5,2.87,8.18,28.38,20.58,4.35
2023,4,14,6,3.03,9.33,147.83,78.6,4.89
2023,4,14,7,3.24,10.47,327.17,179.58,4.51
2023,4,14,8,2.9,11.36,510.83,321.76,3.6
2023,4,14,9,2.63,13.2,657.45,511.86,3.08
2023,4,14,10,2.24,15.57,747.33,599.48,2.63
2023,4,14,11,2.2,17.12,873.2,630.51,2.61
2023,4,14,12,1.87,18.19,840.1,610.02,2.18
2023,4,14,13,1.21,18.67,747.52,536.03,1.37
2023,4,14,14,1.11,19.12,602.42,363.55,1.28
2023,4,14,15,0.96,19.08,409.8,261.88,1.02
2023,4,14,16,1.11,18.43,210.65,148.12,1.24
2023,4,14,17,1.78,15.98,50.75,44.72,2.64
2023,4,14,18,2.62,13.45,0,0,4.03
2023,4,14,19,2.96,12.62,0,0,4.88
2023,4,14,20,2.98,11.98,0,0,5
2023,4,14,21,2.79,11.48,0,0,4.54
2023,4,14,22,2.62,11.07,0,0,4.15
2023,4,14,23,2.37,10.92,0,0,3.78
2023,4,15,0,2.27,10.59,0,0,3.72
2023,4,15,1,2.17,10.15,0,0,3.61
2023,4,15,2,1.74,9.95,0,0,2.89
2023,4,15,3,0.68,9.76,0,0,1.13
2023,4,15,4,0.83,8.91,0,0,1.29
2023,4,15,5,1.48,9.06,28.35,18.71,2.54
2023,4,15,6,1.9,10.73,146.4,90.94,2.73
2023,4,15,7,1.85,12.12,303.15,87.16,2.23
2023,4,15,8,1.92,14.26,467.08,90.73,2.36
2023,4,15,9,2.82,15.73,624.08,103.2,3.23
2023,4,15,10,4.15,15.48,748.8,314.41,4.76
2023,4,15,11,4.76,14.19,849.2,405.81,5.62
2023,4,15,12,4.46,13.91,831.88,425.19,5.23
2023,4,15,13,4.57,14.71,754.17,581.88,5.41
2023,4,15,14,5.03,15.03,618.85,425.37,6.03
2023,4,15,15,4.91,14.68,438.42,288.46,5.92
2023,4,15,16,4.49,13.65,235.85,148.77,5.5
2023,4,15,17,4.09,11.22,57.85,44.88,5.48
2023,4,15,18,4.27,8.47,0,0,5.79
2023,4,15,19,4.21,7.44,0,0,5.55
2023,4,15,20,3.42,6.81,0,0,4.36
2023,4,15,21,1.85,6.55,0,0,2.05
2023,4,15,22,2.48,6.26,0,0,2.71
2023,4,15,23,2.82,5.94,0,0,3.08
2023,4,16,0,2.38,5.73,0,0,2.59
2023,4,16,1,1.84,5.64,0,0,2.01
2023,4,16,2,1.5,5.62,0,0,1.61
2023,4,16,3,1.59,5.66,0,0,1.7
2023,4,16,4,1.93,5.69,0,0,2.06
2023,4,16,5,2.49,5.75,23.83,20.23,2.69
2023,4,16,6,2.84,6.15,119.38,83.12,3.06
2023,4,16,7,3.03,6.96,249.35,171.06,3.23
2023,4,16,8,2.7,8.12,407.75,275.27,2.86
2023,4,16,9,1.79,9.24,579.98,362.92,1.91
2023,4,16,10,0.82,10.21,731.65,337.78,0.91
2023,4,16,11,2.47,11.12,795.25,533.13,2.89
2023,4,16,12,3.44,11.62,782.05,558.63,4.08
2023,4,16,13,3.63,11.86,704.92,533.28,4.36
2023,4,16,14,3.9,12.55,573.62,505.48,4.76
2023,4,16,15,4.24,13.02,402.35,286.13,5.27
2023,4,16,16,4.14,12.73,214.83,163.55,5.39
2023,4,16,17,3.08,10.64,53.58,44.67,5.34
2023,4,16,18,3.59,8.33,0,0,6.06
2023,4,16,19,3.92,7.44,0,0,6.46
2023,4,16,20,3.78,6.64,0,0,6.17
2023,4,16,21,3.54,6.08,0,0,5.57
2023,4,16,22,3.14,5.76,0,0,4.6
2023,4,16,23,2.52,5.92,0,0,3.47
2023,4,17,0,1.85,6.17,0,0,2.43
2023,4,17,1,1.08,6.17,0,0,1.34
2023,4,17,2,1.29,5.8,0,0,1.62
2023,4,17,3,2.03,5.37,0,0,2.58
2023,4,17,4,2.91,5.3,0,0,3.35
2023,4,17,5,3.3,5.48,41.08,42.23,3.71
2023,4,17,6,3.61,5.98,199.4,179.45,3.97
2023,4,17,7,3.85,6.41,385.85,376.83,4.2
2023,4,17,8,3.38,7.65,567.4,558.06,3.68
2023,4,17,9,2.96,10.77,716.17,585.45,3.46
2023,4,17,10,3.29,14.26,809.15,645.53,3.9
2023,4,17,11,3.65,15.63,862.52,563.7,4.26
2023,4,17,12,3.59,16.27,836.8,561.77,4.19
2023,4,17,13,3.29,16.55,744.8,568.73,3.73
2023,4,17,14,2.9,16.26,596.55,456.05,3.19
2023,4,17,15,1.9,16,403.27,297.47,2.01
2023,4,17,16,1.36,15.45,197.05,138.55,1.56
2023,4,17,17,1.86,13.75,47.12,34.07,2.76
2023,4,17,18,2.74,12.49,0,0,4.69
2023,4,17,19,3.3,12.37,0,0,6.15
2023,4,17,20,3.62,12.14,0,0,6.84
2023,4,17,21,3.88,11.56,0,0,7.42
2023,4,17,22,4.25,11.26,0,0,8.11
2023,4,17,23,4.73,11.03,0,0,8.68
2023,4,18,0,5.57,11,0,0,9.13
2023,4,18,1,5.46,10.84,0,0,8.7
2023,4,18,2,4.8,10.62,0,0,7.82
2023,4,18,3,4.61,10.35,0,0,7.25
2023,4,18,4,5.39,10.12,0,0,7.64
2023,4,18,5,6.03,9.76,26.95,16.68,7.76
2023,4,18,6,6.02,10.04,126.27,27.73,7.27
2023,4,18,7,5.12,10.94,280.42,88.41,6.09
2023,4,18,8,4.34,12.13,458.45,113.59,5.13
2023,4,18,9,3.94,13.28,621.75,123.87,4.49
2023,4,18,10,3.99,14.26,735.3,229.84,4.5
2023,4,18,11,4.09,15.3,910.27,392.59,4.59
2023,4,18,12,3.53,16.65,888.42,675.74,3.93
2023,4,18,13,2.73,17.69,804.35,615.37,3.07
2023,4,18,14,2.4,18.19,669.85,593.2,2.72
2023,4,18,15,2.67,18.19,488.77,456.78,3.08
2023,4,18,16,2.86,17.78,280.27,270.66,3.46
2023,4,18,17,2,16.26,80.58,78.15,3.09
2023,4,18,18,1.58,14.97,0,0,2.24
2023,4,18,19,1.3,14.48,0,0,1.8
2023,4,18,20,1.43,13.6,0,0,1.97
2023,4,18,21,1.57,12.65,0,0,2.17
2023,4,18,22,1.42,11.87,0,0,1.96
2023,4,18,23,1.64,10.83,0,0,2.31
2023,4,19,0,2.18,9.69,0,0,3.22
2023,4,19,1,2.41,8.85,0,0,3.67
2023,4,19,2,2.53,8.41,0,0,3.89
2023,4,19,3,2.65,8.21,0,0,4.08
2023,4,19,4,2.79,7.68,0,0,4.23
2023,4,19,5,2.86,8.33,14.62,8.15,4.49
2023,4,19,6,3.6,11.3,225.77,201.2,4.28
2023,4,19,7,3.38,13.59,427.42,385.02,3.99
2023,4,19,8,3.78,16.91,634.77,563.91,4.54
2023,4,19,9,3.64,18.94,795.35,786.31,4.4
2023,4,19,10,3.28,20.71,895.12,887.38,3.99
2023,4,19,11,2.8,22.33,955.35,949.59,3.44
2023,4,19,12,2.57,23.59,933.95,926.53,3.16
2023,4,19,13,2.54,24.39,842.5,836.41,3.16
2023,4,19,14,2.33,24.83,693.5,691.82,2.93
2023,4,19,15,2.06,24.76,496.85,499.88,2.62
2023,4,19,16,1.52,23.99,273.42,279,1.97
2023,4,19,17,1.79,20.96,70.48,71.22,2.66
2023,4,19,18,2.05,18.35,0,0,3.02
2023,4,19,19,1.55,17.23,0,0,2.24
2023,4,19,20,2.11,15.07,0,0,3.2
2023,4,19,21,3,13.08,0,0,5.09
2023,4,19,22,3,12.5,0,0,5.47
2023,4,19,23,3.62,12.34,0,0,6.25
2023,4,20,0,4.57,12.38,0,0,7.16
2023,4,20,1,5.21,12.62,0,0,7.87
2023,4,20,2,5.8,12.6,0,0,8.37
2023,4,20,3,5.68,12.42,0,0,8.17
2023,4,20,4,5.88,12.33,0,0,8.41
2023,4,20,5,5.71,12.28,42.42,26.9,7.64
2023,4,20,6,5.33,12.87,191.1,47.26,6.58
2023,4,20,7,5.3,14.24,386.42,109.7,6.53
2023,4,20,8,5.58,15.51,583,219.7,6.89
2023,4,20,9,5.9,16.31,745.1,272.23,7.22
2023,4,20,10,5.96,16.87,845.4,290,7.24
2023,4,20,11,5.88,17.27,858.5,309.57,7.07
2023,4,20,12,5.78,17.69,826.1,343.03,6.89
2023,4,20,13,5.58,17.85,735.05,214.62,6.58
2023,4,20,14,5.21,17.65,593.23,190.08,6.06
2023,4,20,15,4.58,17.14,413.95,160.82,5.3
2023,4,20,16,3.71,16.49,221.33,97.12,4.32
2023,4,20,17,2.58,15.67,60.17,48.44,3.51
2023,4,20,18,2.05,14.33,0,0,3.46
2023,4,20,19,2.36,13.46,0,0,4.05
2023,4,20,20,2.9,12.7,0,0,5.19
2023,4,20,21,3.56,12.02,0,0,6.36
2023,4,20,22,4.36,11.29,0,0,6.95
2023,4,20,23,4.84,10.69,0,0,7.36
2023,4,21,0,5.2,10.38,0,0,8.04
2023,4,21,1,5.52,10.01,0,0,8.48
2023,4,21,2,5.87,9.32,0,0,8.69
2023,4,21,3,5.52,8.52,0,0,8.23
2023,4,21,4,5.13,7.71,0,0,7.59
2023,4,21,5,5.47,7.86,55.83,56.51,7.49
2023,4,21,6,6.02,9.39,238.08,237.08,6.76
2023,4,21,7,6.32,11.98,451.12,436.37,7.32
2023,4,21,8,5.72,14.73,644.02,577.2,6.84
2023,4,21,9,4.65,16.51,797.45,763.68,5.66
2023,4,21,10,4.41,17.66,895.65,840.8,5.26
2023,4,21,11,4.57,18.51,918.23,888.3,5.39
2023,4,21,12,5.04,19.12,896.62,864.76,5.97
2023,4,21,13,5.89,19.36,726.02,724.27,7.09
2023,4,21,14,6.57,19.17,664.2,576.95,8.09
2023,4,21,15,6.87,18.62,475,290.67,8.71
2023,4,21,16,6.83,17.48,264.45,184.56,9.29
2023,4,21,17,6.55,15.25,75.95,69.16,10.24
2023,4,21,18,7.08,12.8,0,0,11.07
2023,4,21,19,7.54,11.57,0,0,11.22
2023,4,21,20,6.7,11.01,0,0,10.44
